e,c,x,y,Chi,SN,Sharp,Round,MA,Crowd,T,Counts,Bkgrd,inst_vega_mag1,m_V,mag1_err,Chi.1,SN.1,Sharp.1,Round.1,Crowd.1,FWHM,Ellip,PSFa,PSFb,PSFc,Eflag,Counts.1,Bkgrd.1,inst_vega_mag2,m_I,mag2_err,Chi.2,SN.2,Sharp.2,Round.2,Crowd.2,FWHM.1,Ellip.1,PSFa.1,PSFb.1,PSFc.1,Eflag.1
0.0,1.0,3673.06,2242.67,1.28,28.5,-0.119,0.684,70.0,0.543,1.0,11649.4,2298.05,27.071,27.356,0.049,1.37,22.4,-0.098,0.962,0.602,1.0,0.0,1.0,1.0,0.0,0.0,8831.0,1303.26,26.167,26.159,0.062,1.11,17.6,-0.153,0.23,0.401,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3785.46,1617.73,1.23,41.2,0.011,0.478,90.0,0.332,1.0,12086.7,2988.06,27.024,27.279,0.035,1.22,31.1,0.037,0.726,0.372,1.0,0.0,1.0,1.0,0.0,0.0,8452.1,1595.19,26.209,26.201,0.041,1.25,26.7,-0.022,0.16,0.289,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3423.28,2445.03,1.28,36.8,0.142,0.999,25.0,0.478,1.0,3582.2,2697.0,28.346,28.964,0.105,1.44,10.4,0.365,2.309,1.014,1.0,0.0,1.0,1.0,0.0,0.0,11178.8,1463.25,25.915,25.902,0.031,1.22,35.2,0.062,0.533,0.309,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2829.48,3018.66,1.22,37.0,0.05,0.795,15.0,0.341,1.0,10224.7,2761.13,27.218,27.557,0.048,1.32,22.8,0.057,0.714,0.37,1.0,0.0,1.0,1.0,0.0,0.0,9019.9,1474.11,26.149,26.14,0.04,1.13,26.8,0.055,0.858,0.306,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3775.19,2082.71,1.24,40.8,-0.02,0.346,20.0,0.147,1.0,14153.8,2986.91,26.851,26.862,0.03,1.21,36.6,-0.027,0.279,0.119,1.0,0.0,1.0,1.0,0.0,0.0,4977.9,1584.65,26.778,26.772,0.061,1.27,17.7,-0.006,0.481,0.202,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3726.07,1346.41,1.25,41.6,-0.025,0.366,135.0,0.269,1.0,11114.5,3046.96,27.116,27.43,0.037,1.29,29.1,-0.031,0.4,0.302,1.0,0.0,1.0,1.0,0.0,0.0,9168.1,1617.33,26.122,26.113,0.037,1.21,29.6,-0.018,0.326,0.238,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3705.12,1965.81,1.14,36.5,-0.092,0.459,160.0,0.224,1.0,13706.4,2997.05,26.888,26.883,0.033,1.11,33.1,-0.073,0.26,0.193,1.0,0.0,1.0,1.0,0.0,2.0,4461.7,1588.36,26.897,26.891,0.072,1.19,15.1,-0.13,0.875,0.288,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3631.43,1750.92,1.15,35.4,0.012,0.149,160.0,0.059,1.0,3261.4,3064.76,28.438,29.065,0.114,1.11,9.6,0.101,0.437,0.159,1.0,0.0,1.0,1.0,0.0,2.0,10985.9,1635.69,25.925,25.913,0.032,1.15,34.0,-0.019,0.05,0.026,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3770.29,1944.36,1.17,36.5,-0.029,0.396,5.0,0.456,1.0,9064.5,2901.47,27.333,27.759,0.045,1.15,24.0,-0.048,0.513,0.483,1.0,0.0,1.0,1.0,0.0,0.0,10730.4,1541.27,25.949,25.939,0.04,1.2,27.0,-0.007,0.245,0.428,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3393.17,1185.54,2.01,37.8,-0.071,1.668,170.0,0.839,1.0,6897.1,2822.55,27.633,28.131,0.057,1.64,19.0,-0.12,1.081,0.888,1.0,0.0,1.0,1.0,0.0,2.0,10926.9,1461.05,25.932,25.922,0.034,2.26,32.4,-0.035,2.088,0.819,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3814.98,1307.54,1.56,38.1,-0.138,1.861,20.0,0.585,1.0,13688.9,2954.56,26.891,26.894,0.032,1.61,33.7,-0.115,2.004,0.555,1.0,0.0,1.0,1.0,0.0,2.0,4655.2,1541.29,26.856,26.849,0.065,1.44,16.7,-0.18,1.618,0.654,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3088.82,964.03,1.17,42.6,-0.05,0.079,130.0,0.073,1.0,12014.2,3182.33,27.032,27.275,0.034,1.09,32.4,-0.046,0.114,0.075,1.0,0.0,1.0,1.0,0.0,0.0,8142.1,1706.39,26.252,26.244,0.04,1.29,27.4,-0.054,0.034,0.076,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3700.73,1524.97,1.35,41.2,-0.016,0.096,10.0,0.451,1.0,11071.3,3077.2,27.119,27.436,0.037,1.32,29.6,-0.03,0.087,0.385,1.0,0.0,1.0,1.0,0.0,0.0,9195.6,1629.43,26.118,26.109,0.038,1.37,28.7,0.0,0.105,0.53,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2889.86,995.46,1.14,39.9,-0.068,0.286,15.0,0.093,1.0,14153.8,3149.75,26.855,26.856,0.03,1.16,36.1,-0.06,0.221,0.067,1.0,0.0,1.0,1.0,0.0,0.0,4780.8,1683.1,26.829,26.823,0.065,1.11,16.7,-0.086,0.414,0.146,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3054.07,972.48,1.12,40.1,-0.062,0.107,115.0,0.076,1.0,14054.5,3177.03,26.863,26.855,0.03,1.14,36.6,-0.053,0.081,0.05,1.0,0.0,1.0,1.0,0.0,2.0,4539.9,1692.04,26.885,26.879,0.067,1.08,16.1,-0.08,0.164,0.137,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3621.55,2186.33,1.19,27.3,0.052,0.265,120.0,0.47,1.0,13060.5,3008.77,26.932,26.954,0.047,1.2,23.1,0.056,0.203,0.475,1.0,0.0,1.0,1.0,0.0,0.0,4859.1,1603.4,26.805,26.799,0.08,1.22,13.6,0.047,0.358,0.571,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3741.32,2376.14,1.24,37.1,-0.067,0.086,135.0,0.791,1.0,13639.0,2553.43,26.902,26.852,0.031,1.22,34.7,-0.07,0.172,0.712,1.0,0.0,1.0,1.0,0.0,0.0,3189.9,1376.84,27.266,27.261,0.093,1.28,11.7,-0.059,-0.154,1.112,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,4156.93,3102.14,2.02,37.2,-0.181,2.968,75.0,0.719,1.0,11332.4,2594.67,27.105,27.321,0.044,1.88,24.6,-0.129,3.162,0.729,1.0,0.0,1.0,1.0,0.0,2.0,7164.3,1386.83,26.398,26.391,0.049,1.94,22.1,-0.205,3.214,0.773,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3831.48,2002.78,1.07,40.1,0.069,0.052,130.0,0.151,1.0,10602.0,2973.54,27.164,27.498,0.038,1.06,28.7,0.036,0.242,0.131,1.0,0.0,1.0,1.0,0.0,0.0,9266.4,1583.23,26.108,26.099,0.039,1.1,27.5,0.111,-0.188,0.186,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3349.93,1551.92,1.28,43.1,-0.041,0.149,165.0,0.199,1.0,10135.1,2983.52,27.215,27.603,0.039,1.28,27.8,-0.039,0.172,0.187,1.0,0.0,1.0,1.0,0.0,0.0,10525.3,1570.28,25.972,25.962,0.033,1.28,32.9,-0.044,0.126,0.21,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3269.63,1341.39,1.19,40.4,0.045,0.275,120.0,0.123,1.0,7752.3,3113.82,27.505,27.977,0.05,1.23,21.8,0.072,0.565,0.161,1.0,0.0,1.0,1.0,0.0,0.0,10945.4,1677.91,25.93,25.92,0.032,1.16,33.9,0.025,0.049,0.096,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2932.75,960.88,1.01,40.2,0.015,0.308,0.0,0.179,1.0,6868.9,3146.14,27.638,28.14,0.055,1.08,19.9,0.015,0.378,0.251,1.0,0.0,1.0,1.0,0.0,0.0,10997.8,1676.26,25.926,25.916,0.031,0.96,34.8,0.016,0.258,0.134,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3733.3,1420.61,1.26,38.3,-0.014,0.497,55.0,0.51,1.0,13750.0,3003.61,26.885,26.893,0.031,1.27,34.8,0.018,0.56,0.475,1.0,0.0,1.0,1.0,0.0,0.0,4792.6,1589.39,26.822,26.816,0.082,1.28,13.2,-0.081,0.263,0.597,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3342.01,1485.39,1.24,41.4,0.085,0.369,160.0,0.358,1.0,8614.3,2959.14,27.391,27.832,0.045,1.26,24.1,0.044,0.262,0.396,1.0,0.0,1.0,1.0,0.0,0.0,10798.6,1566.95,25.944,25.934,0.032,1.22,33.6,0.121,0.457,0.326,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3902.84,2070.2,1.24,34.2,-0.062,0.158,135.0,0.602,1.0,5291.7,2942.13,27.914,28.475,0.073,1.2,14.9,-0.151,0.11,0.805,1.0,0.0,1.0,1.0,0.0,0.0,11457.5,1573.22,25.879,25.867,0.039,1.16,27.8,-0.006,0.219,0.48,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3616.27,2077.93,1.26,38.9,-0.025,0.181,0.0,0.372,1.0,13886.2,3002.59,26.872,26.825,0.029,1.25,36.9,-0.072,0.071,0.235,1.0,0.0,1.0,1.0,0.0,0.0,3374.0,1609.6,27.197,27.192,0.09,1.3,12.1,0.115,0.519,0.818,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3694.91,1873.41,1.23,37.6,-0.026,0.559,50.0,0.428,1.0,5095.3,2856.09,27.956,28.515,0.073,1.22,14.9,-0.052,1.224,0.692,1.0,0.0,1.0,1.0,0.0,0.0,10877.7,1503.18,25.935,25.924,0.032,1.23,34.5,-0.012,0.193,0.296,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,4157.32,3202.47,1.81,38.1,-0.17,0.879,90.0,0.608,1.0,12420.9,2656.95,27.005,27.126,0.038,1.85,28.5,-0.161,0.36,0.529,1.0,0.0,1.0,1.0,0.0,0.0,6288.8,1377.43,26.54,26.533,0.051,1.72,21.5,-0.18,1.547,0.717,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3776.01,2051.56,1.25,41.7,-0.043,0.468,110.0,0.095,1.0,9559.7,2965.45,27.275,27.656,0.041,1.33,26.8,-0.073,0.575,0.107,1.0,0.0,1.0,1.0,0.0,0.0,9671.8,1575.66,26.061,26.052,0.034,1.13,31.6,-0.015,0.363,0.088,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3788.3,1282.26,1.12,41.2,-0.035,0.162,145.0,0.284,1.0,10188.3,3013.25,27.21,27.567,0.04,1.13,27.3,-0.043,0.141,0.324,1.0,0.0,1.0,1.0,0.0,0.0,9549.2,1600.84,26.078,26.069,0.035,1.1,30.7,-0.026,0.177,0.251,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3327.64,1084.47,1.18,40.2,0.018,0.434,105.0,0.434,1.0,10256.0,2974.7,27.204,27.544,0.041,1.25,26.8,0.049,0.303,0.556,1.0,0.0,1.0,1.0,0.0,0.0,9109.0,1630.81,26.13,26.121,0.037,1.09,29.5,-0.011,0.561,0.336,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3700.83,1510.78,1.38,38.7,-0.114,0.148,75.0,0.303,1.0,12796.7,3106.74,26.962,27.028,0.033,1.42,32.8,-0.092,0.231,0.29,1.0,0.0,1.0,1.0,0.0,0.0,5748.5,1632.92,26.627,26.62,0.067,1.32,16.3,-0.172,0.014,0.31,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,4013.18,1975.87,1.23,39.0,-0.038,0.23,25.0,0.564,1.0,13974.2,2823.2,26.865,26.846,0.03,1.24,35.9,-0.038,0.159,0.507,1.0,0.0,1.0,1.0,0.0,0.0,4195.5,1508.92,26.963,26.957,0.073,1.21,14.9,-0.039,0.395,0.703,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2910.38,954.56,1.22,37.9,-0.04,0.121,70.0,0.242,1.0,13326.8,3140.05,26.92,26.915,0.031,1.17,34.7,-0.021,0.135,0.186,1.0,0.0,1.0,1.0,0.0,2.0,4361.5,1678.1,26.928,26.922,0.077,1.27,14.1,-0.092,0.082,0.408,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3883.71,1834.68,1.28,40.1,0.085,0.514,120.0,0.533,1.0,8110.3,2813.51,27.454,27.91,0.049,1.18,22.2,0.059,0.654,0.631,1.0,0.0,1.0,1.0,0.0,0.0,10776.8,1452.54,25.945,25.935,0.033,1.37,33.2,0.105,0.405,0.468,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2966.02,1001.98,1.16,39.3,0.001,0.235,45.0,0.218,1.0,13925.7,3138.93,26.873,26.874,0.031,1.15,35.6,0.003,0.175,0.179,1.0,0.0,1.0,1.0,0.0,0.0,4707.6,1665.66,26.845,26.839,0.065,1.18,16.6,-0.004,0.362,0.305,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3466.12,2184.88,1.58,20.9,-0.144,0.127,90.0,0.069,1.0,2255.7,2939.11,28.826,29.337,0.214,1.23,5.1,-0.274,-0.361,0.12,1.0,0.0,1.0,1.0,0.0,0.0,3813.9,1540.23,27.063,27.053,0.138,1.63,7.8,-0.296,0.035,0.063,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,4109.87,2646.21,1.23,39.9,0.001,1.118,160.0,0.487,1.0,13960.2,2613.95,26.878,26.873,0.03,1.25,36.2,0.014,1.018,0.413,1.0,0.0,1.0,1.0,0.0,2.0,4541.4,1382.58,26.888,26.882,0.066,1.17,16.6,-0.024,1.328,0.636,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3738.01,2027.13,1.26,39.8,-0.056,1.012,70.0,0.135,1.0,9535.3,2999.83,27.279,27.671,0.043,1.14,25.2,-0.044,1.695,0.168,1.0,0.0,1.0,1.0,0.0,0.0,10005.0,1576.05,26.025,26.016,0.035,1.37,30.7,-0.067,0.37,0.106,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3482.96,2424.93,1.25,43.3,0.024,0.174,170.0,0.348,1.0,12599.5,2654.77,26.988,27.188,0.032,1.3,34.4,0.018,0.035,0.326,1.0,0.0,1.0,1.0,0.0,0.0,7643.1,1418.95,26.325,26.317,0.042,1.17,26.1,0.032,0.364,0.38,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3350.35,1156.98,1.78,38.2,-0.207,1.626,155.0,0.961,1.0,7074.7,2725.8,27.606,28.096,0.058,2.06,18.7,-0.291,2.889,1.323,1.0,0.0,1.0,1.0,0.0,0.0,10806.3,1392.02,25.944,25.934,0.033,1.56,32.9,-0.153,0.789,0.751,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3977.95,1994.21,1.12,35.8,0.038,0.163,125.0,0.284,1.0,13927.6,2908.76,26.87,26.873,0.034,1.05,31.9,0.013,0.012,0.243,1.0,0.0,1.0,1.0,0.0,2.0,4726.7,1545.29,26.835,26.828,0.069,1.22,15.8,0.083,0.445,0.375,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3758.34,2124.83,1.14,40.9,-0.022,0.142,100.0,0.104,1.0,10242.1,3005.39,27.2,27.54,0.039,1.16,27.7,-0.003,0.116,0.152,1.0,0.0,1.0,1.0,0.0,0.0,9098.8,1599.55,26.127,26.118,0.036,1.11,30.0,-0.04,0.168,0.057,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3854.32,2957.28,1.32,38.3,-0.075,0.258,105.0,0.508,1.0,12913.7,2612.51,26.964,27.077,0.034,1.37,32.2,-0.06,0.196,0.487,1.0,0.0,1.0,1.0,0.0,2.0,6406.1,1391.6,26.519,26.512,0.054,1.23,20.2,-0.098,0.35,0.542,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3001.06,991.81,1.28,39.8,-0.032,0.467,165.0,0.35,1.0,11819.8,3139.35,27.05,27.247,0.034,1.3,31.5,-0.003,0.47,0.326,1.0,0.0,1.0,1.0,0.0,0.0,7125.5,1682.39,26.396,26.389,0.045,1.25,23.9,-0.072,0.463,0.396,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3998.35,1426.7,1.18,40.3,-0.014,0.333,60.0,0.07,1.0,8424.8,3019.08,27.415,27.857,0.045,1.07,24.1,0.003,0.5,0.084,1.0,0.0,1.0,1.0,0.0,0.0,10597.1,1608.3,25.965,25.955,0.034,1.26,32.0,-0.03,0.17,0.058,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3150.52,655.76,1.17,39.7,-0.034,0.16,125.0,0.094,1.0,13648.4,3165.1,26.894,26.957,0.032,1.17,33.8,-0.039,0.268,0.036,1.0,0.0,1.0,1.0,0.0,2.0,5872.5,1700.69,26.608,26.601,0.053,1.17,20.6,-0.028,-0.002,0.183,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2823.63,926.71,1.08,39.4,-0.007,0.159,160.0,0.087,1.0,13478.7,3149.26,26.908,26.924,0.03,1.07,35.7,0.011,-0.03,0.08,1.0,0.0,1.0,1.0,0.0,0.0,4869.4,1685.1,26.809,26.803,0.068,1.1,15.9,-0.053,0.62,0.104,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3750.25,2009.42,1.28,38.9,-0.054,0.217,40.0,0.332,1.0,13882.7,2995.12,26.873,26.858,0.03,1.18,35.7,-0.053,0.273,0.284,1.0,0.0,1.0,1.0,0.0,0.0,4305.1,1583.86,26.935,26.929,0.071,1.48,15.3,-0.055,0.092,0.442,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3834.99,1565.57,1.21,35.5,0.02,0.062,140.0,0.379,1.0,13478.3,2974.08,26.906,26.877,0.033,1.22,33.4,0.003,-0.065,0.306,1.0,0.0,1.0,1.0,0.0,0.0,3817.0,1573.32,27.068,27.063,0.102,1.17,10.7,0.089,0.522,0.609,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3767.2,1945.76,1.16,38.9,0.035,0.788,175.0,0.472,1.0,13867.4,2893.48,26.874,26.864,0.03,1.08,35.7,0.027,0.798,0.374,1.0,0.0,1.0,1.0,0.0,0.0,4415.2,1541.31,26.908,26.902,0.071,1.34,15.3,0.055,0.76,0.707,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,4012.53,3121.15,1.27,37.0,-0.05,0.16,155.0,0.359,1.0,13803.3,2864.83,26.891,26.871,0.032,1.27,34.1,-0.068,0.195,0.331,1.0,0.0,1.0,1.0,0.0,2.0,4132.2,1514.34,26.994,26.988,0.077,1.28,14.1,-0.009,0.076,0.427,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3591.82,2063.53,1.16,37.1,-0.007,0.153,75.0,0.017,1.0,13444.2,3010.96,26.91,27.02,0.038,1.08,28.5,-0.003,0.093,0.012,1.0,0.0,1.0,1.0,0.0,2.0,6610.1,1605.91,26.473,26.465,0.051,1.27,21.5,-0.022,0.21,0.02,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3647.55,2151.72,1.21,41.6,-0.061,0.338,80.0,0.034,1.0,9997.7,3023.67,27.227,27.583,0.039,1.24,27.8,-0.083,0.334,0.032,1.0,0.0,1.0,1.0,0.0,0.0,9378.3,1597.21,26.094,26.085,0.035,1.19,30.8,-0.038,0.344,0.038,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3204.58,1141.12,1.28,37.9,-0.029,0.157,15.0,0.388,1.0,13495.9,3056.23,26.906,26.875,0.031,1.29,35.3,-0.014,0.143,0.259,1.0,0.0,1.0,1.0,0.0,0.0,3770.2,1582.81,27.085,27.079,0.081,1.24,13.5,-0.068,0.194,0.763,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3506.52,1491.21,1.14,40.3,0.015,0.182,140.0,0.115,1.0,8881.5,3097.62,27.358,27.765,0.044,1.17,24.9,0.01,0.102,0.119,1.0,0.0,1.0,1.0,0.0,0.0,9845.6,1643.26,26.044,26.035,0.034,1.12,31.7,0.019,0.255,0.111,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3755.48,1403.86,1.32,40.3,-0.03,0.478,175.0,0.319,1.0,12425.1,2989.21,26.995,27.179,0.034,1.3,31.9,0.011,0.739,0.356,1.0,0.0,1.0,1.0,0.0,0.0,7259.7,1585.12,26.374,26.367,0.045,1.36,24.3,-0.084,0.121,0.277,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3725.25,2122.5,1.21,35.5,0.042,0.583,155.0,0.29,1.0,13838.6,3029.58,26.875,26.832,0.033,1.23,32.7,0.018,0.481,0.246,1.0,0.0,1.0,1.0,0.0,2.0,3496.4,1609.5,27.159,27.153,0.086,1.19,12.6,0.096,0.803,0.419,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3277.41,939.15,1.17,40.5,0.034,0.137,20.0,0.094,1.0,8956.7,3134.18,27.351,27.765,0.043,1.05,25.3,0.007,0.127,0.094,1.0,0.0,1.0,1.0,0.0,0.0,10171.8,1682.94,26.011,26.002,0.035,1.28,31.4,0.061,0.147,0.096,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3879.75,2354.6,1.23,41.5,-0.034,0.454,110.0,0.265,1.0,7650.8,2684.14,27.527,27.995,0.048,1.23,22.5,-0.04,0.775,0.355,1.0,0.0,1.0,1.0,0.0,0.0,10630.2,1429.41,25.968,25.958,0.031,1.24,34.8,-0.029,0.194,0.2,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3806.78,1626.03,1.3,37.2,-0.017,0.755,145.0,0.355,1.0,4772.8,2967.07,28.028,28.601,0.078,1.21,13.9,-0.013,1.394,0.612,1.0,0.0,1.0,1.0,0.0,0.0,11017.4,1579.48,25.922,25.911,0.032,1.36,34.4,-0.018,0.427,0.236,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3498.53,2070.05,1.39,35.2,-0.057,0.414,165.0,0.558,1.0,12794.5,2883.48,26.96,26.985,0.035,1.39,30.9,-0.063,0.243,0.505,1.0,0.0,1.0,1.0,0.0,2.0,4791.0,1545.89,26.82,26.814,0.081,1.37,13.4,-0.101,0.906,0.659,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3825.04,1902.62,1.19,39.5,-0.035,0.256,70.0,0.437,1.0,14182.3,2816.22,26.849,26.846,0.03,1.18,35.7,-0.026,0.315,0.357,1.0,0.0,1.0,1.0,0.0,0.0,4690.9,1485.38,26.843,26.837,0.065,1.18,16.6,-0.053,0.142,0.609,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3585.75,2106.53,2.01,30.5,-0.178,4.469,145.0,1.23,1.0,8800.5,2935.22,27.365,27.68,0.061,1.93,17.9,-0.156,5.565,1.284,1.0,0.0,1.0,1.0,0.0,2.0,7264.2,1537.83,26.369,26.36,0.067,2.03,16.2,-0.146,4.041,1.238,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3296.12,2105.32,1.24,39.5,-0.062,0.352,140.0,0.19,1.0,12385.0,2926.12,26.995,27.118,0.032,1.18,33.9,-0.046,0.437,0.142,1.0,0.0,1.0,1.0,0.0,0.0,6281.7,1542.15,26.528,26.521,0.066,1.26,16.5,-0.094,0.195,0.337,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3739.04,1345.07,1.32,39.1,-0.023,0.116,115.0,0.614,1.0,9539.5,3012.24,27.281,27.663,0.044,1.29,24.8,-0.031,0.095,0.727,1.0,0.0,1.0,1.0,0.0,0.0,9699.9,1590.81,26.061,26.052,0.036,1.35,30.1,-0.015,0.136,0.517,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3603.14,2271.31,2.17,22.0,-0.225,1.529,95.0,1.573,1.0,9314.9,2348.15,27.312,27.363,0.066,2.25,16.5,-0.232,2.105,1.375,1.0,0.0,1.0,1.0,0.0,0.0,3822.5,1227.74,27.07,27.063,0.136,1.66,8.0,-0.395,0.035,1.359,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2977.73,667.34,1.21,32.9,-0.079,0.189,100.0,0.372,1.0,3275.9,3198.46,28.441,29.061,0.109,1.13,10.0,-0.165,0.595,0.552,1.0,0.0,1.0,1.0,0.0,0.0,10403.7,1711.43,25.988,25.976,0.041,1.13,26.7,-0.021,0.025,0.298,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,4075.19,1998.19,1.48,33.7,-0.075,1.53,90.0,0.457,1.0,3180.8,2760.21,28.463,29.092,0.112,1.21,9.7,-0.189,3.068,0.903,1.0,0.0,1.0,1.0,0.0,0.0,10955.0,1446.8,25.927,25.914,0.034,1.55,31.6,-0.026,0.861,0.305,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3015.4,659.17,1.33,38.7,-0.117,0.071,10.0,0.21,1.0,12996.1,3172.7,26.948,26.987,0.031,1.32,34.5,-0.109,0.057,0.164,1.0,0.0,1.0,1.0,0.0,0.0,5142.5,1682.42,26.752,26.745,0.064,1.35,17.0,-0.136,0.104,0.318,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3746.36,2074.01,1.22,38.9,0.041,0.303,160.0,0.466,1.0,13380.5,2985.37,26.912,26.949,0.032,1.14,34.2,0.076,0.327,0.391,1.0,0.0,1.0,1.0,0.0,0.0,5254.2,1567.44,26.72,26.714,0.06,1.34,18.1,-0.024,0.257,0.637,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3660.38,1921.31,1.16,40.4,-0.028,0.102,90.0,0.302,1.0,10726.2,2934.37,27.151,27.465,0.039,1.17,28.2,-0.036,0.204,0.324,1.0,0.0,1.0,1.0,0.0,2.0,8824.7,1550.94,26.161,26.152,0.038,1.15,28.8,-0.02,-0.006,0.284,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2535.75,270.29,1.13,38.2,-0.018,0.361,150.0,0.191,1.0,6212.9,3073.83,27.751,28.264,0.064,1.22,17.0,-0.002,0.461,0.297,1.0,0.0,1.0,1.0,0.0,2.0,10495.3,1645.88,25.98,25.969,0.032,1.07,34.1,-0.027,0.304,0.133,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3862.82,1901.58,1.31,36.3,-0.042,0.262,80.0,0.429,1.0,5059.1,2857.51,27.963,28.517,0.077,1.32,14.0,-0.016,0.763,0.745,1.0,0.0,1.0,1.0,0.0,0.0,10522.7,1499.68,25.971,25.96,0.033,1.31,33.3,-0.056,0.018,0.281,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3058.23,718.82,1.22,39.2,-0.05,0.178,100.0,0.254,1.0,13512.4,3142.14,26.906,26.936,0.032,1.26,34.3,-0.03,0.234,0.239,1.0,0.0,1.0,1.0,0.0,2.0,5171.1,1679.63,26.745,26.739,0.059,1.15,18.4,-0.084,0.079,0.297,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3759.26,1864.57,1.3,40.2,0.07,1.017,175.0,0.553,1.0,9811.4,2711.88,27.249,27.617,0.041,1.24,26.5,0.075,1.059,0.642,1.0,0.0,1.0,1.0,0.0,0.0,9542.4,1425.19,26.076,26.067,0.036,1.37,30.0,0.064,0.968,0.477,1.0,0.0,1.0,1.0,0.0,0.0
