extension,chip,x,y,chi,snr,sharp,round,maj_ax,crowd,type,cts_mag1,sky_mag1,nrm_ct_rt_mag1,nrm_ct_rt_err_mag1,inst_vega_mag1,mag_mag1,mag1_err,chi_mag1,snr_mag1,sharp_mag1,round_mag1,crowd_mag1,flag_mag1,ctsmag2,skymag2,nrm_ct_rt_mag2,nrm_ct_rt_err_mag2,inst_vega_mag2,mag_mag2,mag2_err,chi_mag2,snr_mag2,sharp_mag2,round_mag2,crowd_mag2,flag_mag2
0.0,1.0,234.95,2466.25,2.51,68.7,0.246,0.3279999999999999,160.0,0.027,1.0,1165.4,1074.98,4.56e-12,7.95e-13,28.354,28.821,0.1889999999999999,1.42,5.7,-0.636,0.467,0.019,0.0,6537.4,2691.29,1.9100000000000004e-11,1.14e-12,26.795,26.785,0.064,1.7,16.9,0.433,0.3,0.0289999999999999,0.0
0.0,1.0,209.37,2433.02,1.8,43.3,0.261,0.177,165.0,0.7709999999999999,1.0,409.8,1053.67,1.5800000000000001e-12,7.709999999999999e-13,29.501,30.092,0.528,1.02,2.1,-0.282,0.07,0.472,0.0,4209.6,2685.56,1.23e-11,1.13e-12,27.271,27.26,0.099,1.59,10.9,0.321,0.21,0.114,0.0
0.0,1.0,182.82,2546.37,2.15,39.7,-0.022,0.239,50.0,0.138,1.0,4456.8,1129.27,1.71e-11,9.46e-13,26.918000000000003,26.855,0.06,2.72,18.1,0.2319999999999999,0.358,0.022,0.0,3349.7,2753.84,9.71e-12,1.12e-12,27.532,27.528,0.125,1.32,8.7,-0.3,0.1,0.262,0.0
0.0,1.0,237.26,2527.82,1.78,34.7,-0.124,0.1889999999999999,5.0,0.1939999999999999,1.0,7127.5,1117.0,2.86e-11,1.32e-12,26.358,26.305,0.05,2.74,21.7,0.168,-0.08,0.03,0.0,3576.8,2661.35,1.04e-11,1.09e-12,27.459,27.455,0.114,1.39,9.5,-0.352,0.46,0.3429999999999999,0.0
0.0,1.0,195.3,2491.11,1.76,32.6,-0.061,0.249,20.0,0.171,1.0,2793.8,1107.17,1.06e-11,9.2e-13,27.432,27.433000000000003,0.094,1.72,11.6,0.206,0.2319999999999999,0.009,0.0,3753.0,2757.86,1.09e-11,1.1100000000000001e-12,27.406,27.4,0.11,1.68,9.9,-0.231,0.19,0.148,0.0
0.0,1.0,243.58,2509.87,1.94,39.4,-0.065,0.111,35.0,0.119,1.0,5774.2,1079.95,2.2399999999999998e-11,9.660000000000001e-13,26.627,26.627,0.047,2.47,23.1,0.1159999999999999,0.0279999999999999,0.0289999999999999,0.0,7856.4,2679.02,2.2799999999999998e-11,1.15e-12,26.603,26.597,0.054,1.43,19.9,-0.174,0.171,0.174,0.0
0.0,1.0,181.79,2539.44,1.34,42.4,-0.127,0.178,150.0,0.335,1.0,6499.5,1106.72,2.54e-11,9.88e-13,26.488000000000003,26.654,0.042,1.7,25.7,-0.129,0.233,0.186,0.0,14772.5,2805.31,4.3e-11,1.47e-12,25.915,25.908,0.037,1.18,29.4,-0.128,0.183,0.406,0.0
0.0,1.0,226.95,2539.38,1.31,32.7,-0.106,0.127,10.0,0.244,1.0,1787.8,1028.77,6.940000000000001e-12,9.73e-13,27.896,28.426,0.152,1.22,7.1,-0.179,-0.008,0.335,0.0,13234.8,2721.54,3.85e-11,1.32e-12,26.038,26.027,0.037,1.37,29.2,-0.079,0.171,0.2339999999999999,0.0
0.0,1.0,177.71,2431.89,1.18,33.7,-0.022,0.1889999999999999,115.0,0.182,1.0,5048.8,1104.95,1.97e-11,9.36e-13,26.764,26.898000000000003,0.052,1.32,21.1,-0.031,0.191,0.133,0.0,10694.8,2821.05,3.11e-11,1.21e-12,26.269,26.261,0.042,1.13,25.8,-0.017,0.1889999999999999,0.205,0.0
0.0,1.0,188.19,2436.06,1.23,26.2,0.108,0.159,155.0,0.065,1.0,1728.3,1086.09,6.74e-12,8.35e-13,27.928,28.412,0.134,1.19,8.1,0.01,0.488,0.075,0.0,10406.3,2815.91,3.03e-11,1.23e-12,26.298,26.288,0.044,1.25,24.5,0.129,0.078,0.062,0.0
