e,c,x,y,Chi,SN,Sharp,Round,MA,Crowd,T,Counts,Bkgrd,inst_vega_mag1,m_V,mag1_err,Chi.1,SN.1,Sharp.1,Round.1,Crowd.1,FWHM,Ellip,PSFa,PSFb,PSFc,Eflag,Counts.1,Bkgrd.1,inst_vega_mag2,m_I,mag2_err,Chi.2,SN.2,Sharp.2,Round.2,Crowd.2,FWHM.1,Ellip.1,PSFa.1,PSFb.1,PSFc.1,Eflag.1
0.0,1.0,2301.97,1092.79,1.17,29.3,-0.008,0.277,15.0,0.253,1.0,6738.7,2913.54,27.658,27.998,0.054,1.15,20.1,0.009,0.223,0.235,1.0,0.0,1.0,1.0,0.0,0.0,6002.8,1553.78,26.582,26.573,0.051,1.18,21.2,-0.026,0.329,0.282,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1848.26,2106.44,1.18,14.8,-0.044,0.218,80.0,0.134,1.0,3767.4,2693.24,28.267,28.684,0.179,1.25,6.1,-0.168,0.448,0.117,1.0,0.0,1.0,1.0,0.0,0.0,4391.5,1507.12,26.915,26.905,0.118,1.15,9.2,0.089,0.131,0.086,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1012.37,3383.45,1.12,28.6,-0.015,0.141,0.0,0.099,1.0,5461.2,2571.23,27.897,28.322,0.066,1.11,16.4,-0.03,0.049,0.153,1.0,0.0,1.0,1.0,0.0,0.0,6443.4,1378.3,26.515,26.506,0.047,1.14,23.1,-0.004,0.211,0.072,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1535.34,1045.09,1.1,24.0,0.07,0.7,35.0,0.163,1.0,1909.9,2790.34,29.019,29.646,0.19,1.18,5.7,0.105,2.001,0.471,1.0,0.0,1.0,1.0,0.0,2.0,6472.7,1497.23,26.5,26.488,0.047,1.07,23.1,0.061,0.343,0.125,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1386.8,2535.69,1.72,25.7,-0.282,1.791,55.0,1.155,1.0,4731.4,2055.72,28.048,28.509,0.079,1.56,13.8,-0.212,2.313,1.552,1.0,0.0,1.0,1.0,0.0,0.0,6390.9,1179.3,26.519,26.509,0.052,1.82,21.0,-0.336,1.259,1.016,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1812.8,2983.69,1.65,26.1,-0.189,1.022,60.0,0.925,1.0,5640.0,2500.39,27.86,28.299,0.066,1.41,16.5,-0.152,0.718,0.914,1.0,0.0,1.0,1.0,0.0,0.0,7010.1,1334.58,26.422,26.412,0.058,1.9,18.8,-0.255,1.273,0.888,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2536.74,1678.98,1.14,27.4,-0.024,0.323,145.0,0.324,1.0,4832.7,2846.54,28.015,28.479,0.075,1.07,14.4,-0.102,0.437,0.411,1.0,0.0,1.0,1.0,0.0,2.0,6636.6,1516.48,26.47,26.46,0.047,1.18,22.9,0.033,0.241,0.292,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2397.33,1547.1,1.09,27.0,-0.086,0.113,15.0,0.411,1.0,6258.1,2901.77,27.736,28.089,0.061,1.14,17.9,-0.077,0.146,0.444,1.0,0.0,1.0,1.0,0.0,0.0,5814.3,1522.31,26.613,26.604,0.054,1.04,20.1,-0.095,0.076,0.377,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2034.11,3170.49,1.35,18.7,-0.238,0.114,80.0,0.163,1.0,1916.5,2731.59,29.029,29.596,0.195,1.25,5.6,-0.399,-0.109,0.168,1.0,0.0,1.0,1.0,0.0,2.0,4288.4,1470.82,26.955,26.944,0.081,1.3,13.4,-0.154,0.227,0.284,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1937.75,1680.1,1.33,25.8,-0.077,0.273,115.0,1.031,1.0,7323.5,2792.99,27.565,27.835,0.057,1.37,19.2,-0.063,0.357,0.996,1.0,0.0,1.0,1.0,0.0,2.0,5314.8,1513.89,26.709,26.701,0.064,1.3,16.9,-0.094,0.162,1.102,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1718.34,469.64,1.03,30.0,-0.042,0.057,80.0,0.081,1.0,7110.9,2882.25,27.604,27.903,0.05,1.06,21.7,-0.069,-0.015,0.077,1.0,0.0,1.0,1.0,0.0,0.0,5620.9,1568.0,26.656,26.648,0.053,1.01,20.6,-0.01,0.144,0.089,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2593.29,1816.32,1.17,27.8,-0.026,0.228,140.0,0.252,1.0,7250.7,2851.91,27.576,27.829,0.059,1.18,18.3,0.001,0.06,0.208,1.0,0.0,1.0,1.0,0.0,0.0,5033.9,1487.46,26.767,26.759,0.059,1.17,18.4,-0.032,0.458,0.313,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2075.82,1937.89,1.13,27.0,-0.035,0.235,35.0,0.046,1.0,5265.3,2788.05,27.919,28.348,0.083,1.13,13.1,-0.048,0.354,0.029,1.0,0.0,1.0,1.0,0.0,0.0,6335.1,1494.16,26.518,26.509,0.049,1.13,22.2,-0.026,0.172,0.057,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2110.44,1210.0,1.25,29.0,-0.089,0.111,110.0,0.099,1.0,7777.1,2805.71,27.503,27.692,0.048,1.22,22.5,-0.071,0.129,0.119,1.0,0.0,1.0,1.0,0.0,0.0,4608.4,1497.15,26.866,26.859,0.063,1.3,17.3,-0.114,0.09,0.085,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3185.0,122.02,1.53,16.8,-0.021,0.213,25.0,0.2,1.0,3354.4,3077.99,28.426,29.0,0.15,1.16,7.3,-0.011,0.341,0.221,1.0,0.0,1.0,1.0,0.0,2.0,7716.1,1600.38,26.313,26.302,0.072,1.75,15.1,-0.028,0.121,0.187,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,830.81,2051.6,1.29,24.3,-0.062,0.835,40.0,0.857,1.0,5920.7,2484.87,27.789,28.149,0.075,1.22,14.5,-0.102,0.002,0.873,1.0,0.0,1.0,1.0,0.0,2.0,5608.2,1256.25,26.649,26.64,0.058,1.35,18.8,-0.034,1.455,0.917,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,869.69,2036.14,1.94,27.0,-0.173,4.293,100.0,0.964,1.0,6493.4,2478.96,27.691,28.045,0.06,1.77,18.0,-0.148,4.169,0.904,1.0,0.0,1.0,1.0,0.0,2.0,6025.6,1259.59,26.571,26.562,0.055,2.08,19.6,-0.198,4.43,1.051,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2214.21,1456.54,1.02,23.5,-0.082,0.109,105.0,0.079,1.0,2860.4,2855.78,28.582,29.165,0.129,1.1,8.4,-0.157,0.438,0.136,1.0,0.0,1.0,1.0,0.0,2.0,7034.8,1527.31,26.408,26.397,0.054,0.96,20.1,-0.03,-0.106,0.03,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2898.47,3785.96,1.09,28.3,0.036,0.16,75.0,0.244,1.0,5540.4,2734.97,27.884,28.302,0.064,1.16,16.9,0.065,-0.015,0.162,1.0,0.0,1.0,1.0,0.0,0.0,6355.6,1447.4,26.532,26.523,0.048,1.03,22.6,0.01,0.306,0.321,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1392.03,2537.69,1.47,28.4,-0.156,0.483,15.0,1.163,1.0,6900.7,2057.88,27.64,27.979,0.056,1.39,19.3,-0.07,0.787,1.303,1.0,0.0,1.0,1.0,0.0,0.0,6121.3,1196.93,26.566,26.557,0.054,1.5,20.1,-0.248,0.161,1.149,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2768.26,3632.87,1.27,28.3,0.022,0.901,115.0,1.076,1.0,8359.8,2727.64,27.438,27.687,0.051,1.33,21.3,-0.004,0.585,1.048,1.0,0.0,1.0,1.0,0.0,0.0,5734.2,1443.29,26.643,26.635,0.059,1.19,18.5,0.053,1.285,1.124,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1421.69,2853.36,1.08,26.5,-0.038,0.134,160.0,0.082,1.0,3688.7,2669.79,28.318,28.847,0.096,1.07,11.4,-0.022,0.196,0.201,1.0,0.0,1.0,1.0,0.0,0.0,6725.5,1456.7,26.466,26.455,0.046,1.08,23.5,-0.047,0.097,0.041,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1117.7,2575.84,1.24,28.7,-0.128,0.471,0.0,0.501,1.0,8345.8,2459.57,27.434,27.576,0.046,1.27,23.5,-0.086,0.392,0.516,1.0,0.0,1.0,1.0,0.0,0.0,4423.3,1332.2,26.917,26.909,0.066,1.18,16.4,-0.189,0.593,0.485,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2044.03,4148.32,1.3,22.0,-0.146,0.093,160.0,0.37,1.0,8255.3,2611.17,27.455,27.608,0.063,1.17,17.3,-0.112,0.213,0.236,1.0,0.0,1.0,1.0,0.0,0.0,4482.8,1418.34,26.914,26.907,0.081,1.44,13.5,-0.187,-0.053,0.532,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3018.58,4123.48,1.68,30.4,-0.167,1.318,75.0,0.754,1.0,8040.6,2671.26,27.483,27.737,0.047,1.7,23.2,-0.163,1.382,0.729,1.0,0.0,1.0,1.0,0.0,0.0,5593.1,1433.34,26.673,26.665,0.055,1.66,19.7,-0.172,1.239,0.79,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1915.99,1493.63,1.85,25.2,0.03,5.031,75.0,0.791,1.0,6844.5,2690.96,27.639,27.848,0.055,1.94,19.6,0.086,5.705,0.728,1.0,0.0,1.0,1.0,0.0,0.0,4250.7,1418.33,26.951,26.943,0.089,1.69,12.2,-0.028,4.237,0.911,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1525.01,3323.1,1.41,24.4,-0.205,0.484,60.0,1.0,1.0,6425.3,2653.11,27.722,27.93,0.06,1.5,18.0,-0.223,0.684,1.018,1.0,0.0,1.0,1.0,0.0,0.0,3976.7,1425.03,27.037,27.029,0.096,1.25,11.3,-0.194,0.187,1.069,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,634.26,1335.87,1.18,27.1,-0.032,0.15,100.0,0.206,1.0,7435.7,2676.47,27.55,27.711,0.05,1.22,21.8,-0.071,-0.085,0.235,1.0,0.0,1.0,1.0,0.0,0.0,4116.0,1445.85,26.988,26.98,0.075,1.06,14.4,0.035,0.549,0.279,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,2680.96,2521.43,2.04,27.1,-0.167,0.245,85.0,0.763,1.0,3940.8,2558.71,28.243,28.759,0.089,1.96,12.2,-0.128,1.979,1.002,1.0,0.0,1.0,1.0,0.0,0.0,6760.6,1349.7,26.458,26.448,0.045,2.08,24.1,-0.19,-1.079,0.635,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3488.45,4052.98,1.42,25.0,-0.121,0.24,35.0,1.145,1.0,7402.6,2696.73,27.572,27.693,0.055,1.52,19.7,-0.124,-0.12,1.132,1.0,0.0,1.0,1.0,0.0,0.0,3753.8,1426.93,27.106,27.098,0.102,1.27,10.6,-0.11,1.148,1.276,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,954.41,2745.47,1.42,26.3,-0.136,0.587,70.0,1.026,1.0,7021.3,2610.92,27.623,27.902,0.059,1.34,18.4,-0.089,0.797,1.232,1.0,0.0,1.0,1.0,0.0,0.0,5216.1,1395.21,26.74,26.732,0.062,1.43,17.5,-0.186,0.34,0.923,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,895.78,1507.01,1.12,28.2,-0.029,0.021,75.0,0.012,1.0,6264.1,2709.74,27.734,28.107,0.059,1.08,18.3,-0.011,0.024,0.01,1.0,0.0,1.0,1.0,0.0,0.0,6183.1,1442.98,26.547,26.537,0.051,1.14,21.4,-0.046,0.019,0.013,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2186.86,2216.69,1.23,16.0,-0.216,0.12,40.0,0.34,1.0,2500.0,2653.26,28.729,29.335,0.199,1.27,5.5,-0.311,0.063,0.708,1.0,0.0,1.0,1.0,0.0,0.0,7161.5,1343.95,26.393,26.381,0.072,1.22,15.0,-0.168,0.148,0.175,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1297.34,2394.48,1.38,27.5,-0.141,0.094,150.0,0.736,1.0,6139.9,2068.87,27.763,28.087,0.061,1.37,17.9,-0.125,0.099,0.934,1.0,0.0,1.0,1.0,0.0,2.0,5203.4,1184.39,26.74,26.731,0.058,1.34,18.8,-0.157,0.088,0.599,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1316.24,580.29,1.08,25.4,-0.025,1.037,25.0,0.222,1.0,2117.6,2738.39,28.915,29.536,0.153,1.04,7.1,0.01,2.757,0.517,1.0,0.0,1.0,1.0,0.0,0.0,6760.8,1485.91,26.455,26.443,0.045,1.09,24.1,-0.037,0.404,0.134,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1953.83,3028.21,1.88,23.9,-0.218,0.757,0.0,1.369,1.0,7685.8,2567.21,27.526,27.641,0.054,1.99,20.0,-0.219,0.51,1.294,1.0,0.0,1.0,1.0,0.0,0.0,3834.3,1389.53,27.074,27.067,0.086,1.7,12.6,-0.216,1.184,1.559,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2197.03,3040.45,1.13,27.9,-0.009,0.236,60.0,0.032,1.0,4741.6,2767.63,28.048,28.519,0.074,1.17,14.6,-0.033,0.469,0.047,1.0,0.0,1.0,1.0,0.0,0.0,6657.5,1482.31,26.478,26.468,0.046,1.09,23.6,0.009,0.067,0.024,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,920.57,2770.59,1.23,25.4,-0.007,0.167,65.0,0.247,1.0,4822.7,2600.92,28.027,28.487,0.086,1.06,12.6,0.049,0.331,0.339,1.0,0.0,1.0,1.0,0.0,0.0,6490.3,1383.71,26.503,26.493,0.058,1.37,18.9,-0.057,-0.011,0.115,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,211.26,1557.73,1.16,28.2,-0.054,0.427,70.0,0.322,1.0,7950.6,2565.63,27.476,27.649,0.048,1.14,22.8,-0.057,0.448,0.276,1.0,0.0,1.0,1.0,0.0,0.0,4528.6,1370.39,26.883,26.875,0.066,1.2,16.4,-0.047,0.388,0.403,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2611.8,2080.62,1.24,26.8,-0.159,0.161,140.0,0.022,1.0,4004.1,2843.48,28.214,28.721,0.091,1.09,11.9,-0.207,0.2,0.032,1.0,0.0,1.0,1.0,0.0,2.0,6594.0,1489.79,26.475,26.464,0.046,1.29,23.7,-0.132,0.139,0.019,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1724.36,3676.82,1.16,27.9,-0.025,0.551,80.0,0.491,1.0,6904.0,2638.92,27.646,27.961,0.054,1.06,20.2,0.005,0.132,0.382,1.0,0.0,1.0,1.0,0.0,0.0,5692.1,1411.79,26.651,26.643,0.057,1.28,19.2,-0.062,1.061,0.622,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1834.19,3450.16,1.16,26.9,-0.074,0.054,120.0,0.182,1.0,3861.1,2673.41,28.273,28.797,0.088,1.09,12.3,-0.073,0.216,0.247,1.0,0.0,1.0,1.0,0.0,0.0,6897.2,1439.38,26.442,26.431,0.046,1.2,23.8,-0.074,-0.053,0.145,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,613.46,1221.02,2.35,24.7,-0.265,5.687,5.0,0.83,1.0,3005.6,2601.67,28.528,29.096,0.113,1.3,9.6,-0.172,3.992,0.777,1.0,0.0,1.0,1.0,0.0,0.0,6769.5,1350.92,26.45,26.439,0.049,2.76,22.3,-0.317,6.629,0.908,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,690.72,1304.33,2.42,20.3,-0.04,7.684,95.0,1.012,1.0,1685.6,2633.4,29.151,29.784,0.207,1.35,5.2,0.119,8.599,1.138,1.0,0.0,1.0,1.0,0.0,0.0,5950.5,1384.29,26.589,26.577,0.056,2.69,19.5,-0.093,7.208,0.977,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1295.45,3735.73,1.58,27.8,-0.169,1.819,35.0,0.912,1.0,7800.8,2566.01,27.514,27.713,0.05,1.56,21.5,-0.12,1.091,0.948,1.0,0.0,1.0,1.0,0.0,0.0,4721.4,1368.6,26.854,26.847,0.065,1.54,16.6,-0.235,2.788,0.969,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,4127.81,1434.19,1.2,20.4,-0.042,0.29,35.0,0.044,1.0,5230.2,3003.43,27.928,28.378,0.091,1.02,11.9,-0.062,0.266,0.022,1.0,0.0,1.0,1.0,0.0,2.0,6807.8,1607.38,26.444,26.434,0.067,1.34,16.2,-0.027,0.309,0.065,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1230.36,1987.01,1.09,25.1,-0.054,0.289,135.0,0.343,1.0,8028.5,2708.6,27.464,27.634,0.056,1.09,19.2,-0.062,0.297,0.313,1.0,0.0,1.0,1.0,0.0,2.0,4525.4,1447.88,26.88,26.873,0.07,1.09,15.6,-0.043,0.281,0.392,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1721.02,3896.77,1.17,28.1,0.04,1.268,5.0,0.251,1.0,4225.5,2573.93,28.179,28.682,0.08,1.18,13.5,0.073,2.1,0.356,1.0,0.0,1.0,1.0,0.0,0.0,6806.2,1378.07,26.459,26.448,0.044,1.17,24.5,0.018,0.737,0.187,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,659.48,4095.05,1.41,20.9,-0.047,0.537,150.0,0.344,1.0,6422.0,2475.12,27.728,28.054,0.085,1.55,12.8,0.002,0.355,0.528,1.0,0.0,1.0,1.0,0.0,2.0,5488.3,1353.6,26.695,26.686,0.067,1.32,16.2,-0.082,0.672,0.261,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2756.63,1344.05,1.15,24.4,-0.081,0.3,45.0,0.252,1.0,7720.9,2949.74,27.513,27.674,0.063,1.13,17.2,-0.112,0.221,0.247,1.0,0.0,1.0,1.0,0.0,2.0,4256.5,1599.85,26.952,26.945,0.074,1.13,14.6,-0.032,0.399,0.299,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1995.92,3264.28,1.07,26.9,-0.075,0.042,170.0,0.111,1.0,8513.3,2687.41,27.416,27.401,0.044,1.09,24.8,-0.061,0.068,0.09,1.0,0.0,1.0,1.0,0.0,2.0,2620.4,1448.74,27.488,27.482,0.106,1.0,10.3,-0.109,-0.024,0.166,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1367.88,2053.39,1.39,18.8,-0.207,0.257,160.0,0.118,1.0,1854.9,2648.18,29.041,29.651,0.205,1.14,5.3,-0.301,0.865,0.286,1.0,0.0,1.0,1.0,0.0,2.0,5491.4,1392.84,26.67,26.658,0.108,1.72,10.0,-0.272,-0.188,0.101,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1703.52,2974.72,1.21,28.1,-0.083,0.571,170.0,0.345,1.0,5325.8,2571.7,27.922,28.357,0.068,1.26,16.0,-0.085,1.08,0.477,1.0,0.0,1.0,1.0,0.0,0.0,6518.6,1384.82,26.501,26.491,0.047,1.19,22.9,-0.081,0.155,0.253,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1703.98,2029.89,1.54,25.5,-0.219,0.437,20.0,0.686,1.0,7544.8,2367.57,27.53,27.614,0.05,1.63,21.8,-0.222,0.112,0.625,1.0,0.0,1.0,1.0,0.0,0.0,3511.4,1261.41,27.153,27.146,0.083,1.4,13.0,-0.215,0.999,0.819,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1691.85,2766.31,1.22,24.4,-0.083,0.816,45.0,0.69,1.0,2794.6,2309.83,28.617,29.19,0.129,1.31,8.4,-0.108,1.267,1.461,1.0,0.0,1.0,1.0,0.0,2.0,6461.0,1315.75,26.509,26.497,0.048,1.21,22.6,-0.072,0.613,0.464,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,917.01,2094.21,2.13,18.5,-0.071,4.581,0.0,1.154,1.0,5634.3,2378.53,27.833,28.139,0.14,2.28,7.8,0.057,7.308,1.296,1.0,0.0,1.0,1.0,0.0,0.0,4577.5,1284.01,26.867,26.859,0.088,2.06,12.4,-0.068,4.729,1.326,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2489.18,1948.57,1.14,25.5,-0.008,0.179,55.0,0.496,1.0,3285.8,2809.68,28.43,28.978,0.108,0.96,10.0,0.008,0.207,0.964,1.0,0.0,1.0,1.0,0.0,0.0,6621.5,1483.64,26.471,26.46,0.048,1.2,22.8,-0.017,0.166,0.374,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2316.43,2950.67,1.2,26.7,-0.051,0.073,40.0,0.194,1.0,7766.9,2782.14,27.514,27.669,0.049,1.2,21.9,-0.0,0.034,0.208,1.0,0.0,1.0,1.0,0.0,2.0,4238.9,1477.36,26.966,26.958,0.073,1.23,14.8,-0.133,0.131,0.188,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1994.37,2265.1,1.44,21.2,-0.152,0.809,165.0,0.978,1.0,3807.4,2147.42,28.276,28.753,0.113,1.21,9.6,-0.105,1.792,1.509,1.0,0.0,1.0,1.0,0.0,2.0,5524.6,1214.39,26.674,26.664,0.064,1.53,17.0,-0.181,0.216,0.71,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1826.35,1482.06,1.19,27.3,-0.126,0.055,60.0,0.03,1.0,3581.5,2739.98,28.339,28.883,0.101,1.23,10.7,-0.226,0.087,0.043,1.0,0.0,1.0,1.0,0.0,2.0,7073.6,1483.94,26.402,26.391,0.043,1.17,25.0,-0.077,0.036,0.024,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,511.82,2625.07,1.31,28.0,-0.171,0.125,65.0,0.624,1.0,7784.9,2543.03,27.51,27.719,0.049,1.38,22.0,-0.185,0.155,0.65,1.0,0.0,1.0,1.0,0.0,0.0,4830.4,1353.07,26.822,26.815,0.063,1.2,17.1,-0.151,0.08,0.602,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2502.09,2649.43,1.29,28.0,-0.062,0.984,155.0,0.834,1.0,8483.6,2411.58,27.416,27.479,0.045,1.28,24.2,-0.051,1.265,0.756,1.0,0.0,1.0,1.0,0.0,0.0,3629.1,1281.25,27.13,27.123,0.08,1.33,13.6,-0.083,0.48,1.025,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1614.35,1995.38,1.96,26.0,-0.244,3.308,85.0,1.159,1.0,5994.2,2202.04,27.778,28.12,0.063,1.72,17.4,-0.289,2.69,1.177,1.0,0.0,1.0,1.0,0.0,0.0,5353.6,1129.77,26.698,26.689,0.059,2.2,18.3,-0.195,3.986,1.198,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2656.67,1298.73,1.18,22.2,-0.03,0.893,160.0,0.147,1.0,3910.4,2986.17,28.245,28.752,0.091,1.09,11.9,-0.085,1.168,0.181,1.0,0.0,1.0,1.0,0.0,2.0,6429.2,1616.03,26.507,26.497,0.071,1.24,15.4,0.044,0.586,0.128,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1568.34,1207.38,1.14,25.0,0.058,0.527,155.0,0.167,1.0,4558.5,2809.6,28.078,28.559,0.084,1.1,12.9,0.063,0.794,0.224,1.0,0.0,1.0,1.0,0.0,2.0,6682.7,1497.55,26.465,26.454,0.051,1.17,21.2,0.055,0.324,0.131,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1107.35,1132.28,1.31,27.9,-0.161,0.142,115.0,0.181,1.0,7425.9,2749.7,27.552,27.772,0.049,1.26,21.9,-0.12,0.201,0.182,1.0,0.0,1.0,1.0,0.0,0.0,4743.6,1463.32,26.836,26.828,0.064,1.38,16.9,-0.219,0.061,0.192,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2253.55,2374.22,1.27,27.6,-0.109,0.672,125.0,0.469,1.0,8544.8,2566.82,27.408,27.417,0.043,1.27,25.0,-0.131,0.675,0.404,1.0,0.0,1.0,1.0,0.0,0.0,2972.7,1394.62,27.343,27.337,0.095,1.24,11.5,-0.059,0.654,0.625,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1636.24,2114.68,2.12,15.2,0.118,0.473,30.0,2.505,1.0,4835.4,1979.91,27.997,28.526,0.157,2.59,6.9,0.443,1.019,1.494,1.0,0.0,1.0,1.0,0.0,0.0,8958.6,955.25,26.141,26.13,0.073,1.92,14.9,-0.053,0.182,0.788,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,2513.22,1371.51,1.14,26.3,-0.031,0.318,120.0,0.36,1.0,7206.6,2914.01,27.584,27.788,0.053,1.14,20.6,-0.019,0.381,0.395,1.0,0.0,1.0,1.0,0.0,0.0,4416.3,1563.18,26.912,26.904,0.068,1.14,16.0,-0.046,0.23,0.351,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2366.17,2867.97,1.08,27.2,-0.05,0.4,20.0,0.106,1.0,8000.5,2760.25,27.484,27.598,0.053,1.08,20.4,-0.026,0.434,0.127,1.0,0.0,1.0,1.0,0.0,0.0,3974.7,1480.62,27.034,27.027,0.072,1.07,15.0,-0.064,0.348,0.093,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1500.57,1536.64,1.69,27.0,0.082,3.361,40.0,1.071,1.0,8176.3,2608.77,27.446,27.616,0.05,1.82,21.7,0.154,4.129,1.101,1.0,0.0,1.0,1.0,0.0,0.0,4618.2,1407.44,26.862,26.854,0.069,1.47,15.8,-0.02,2.281,1.051,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1508.69,1135.04,1.41,23.9,-0.12,0.653,10.0,1.354,1.0,6894.0,2790.8,27.634,27.92,0.062,1.46,17.4,-0.125,0.176,1.455,1.0,0.0,1.0,1.0,0.0,0.0,5238.3,1483.49,26.728,26.72,0.068,1.32,16.1,-0.114,1.21,1.287,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1803.7,1127.7,1.37,26.1,-0.177,0.03,45.0,0.302,1.0,8654.7,2828.16,27.386,27.4,0.047,1.39,23.0,-0.136,0.013,0.242,1.0,0.0,1.0,1.0,0.0,2.0,3108.0,1507.57,27.293,27.286,0.09,1.33,12.1,-0.249,0.062,0.405,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,514.59,2627.41,1.31,28.0,-0.131,0.025,30.0,0.498,1.0,8044.7,2537.12,27.475,27.617,0.048,1.37,22.8,-0.111,0.125,0.513,1.0,0.0,1.0,1.0,0.0,0.0,4261.7,1356.91,26.957,26.95,0.069,1.18,15.7,-0.161,-0.122,0.503,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2533.36,1815.51,1.2,26.8,-0.047,0.564,70.0,0.221,1.0,7640.2,2883.44,27.519,27.7,0.05,1.18,21.6,-0.018,0.594,0.214,1.0,0.0,1.0,1.0,0.0,2.0,4435.8,1517.46,26.904,26.896,0.07,1.2,15.5,-0.089,0.517,0.235,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1018.64,542.86,1.24,28.6,-0.065,0.108,115.0,0.124,1.0,8189.2,2778.33,27.45,27.517,0.044,1.29,24.9,-0.101,0.036,0.061,1.0,0.0,1.0,1.0,0.0,0.0,3566.6,1500.96,27.149,27.142,0.079,1.16,13.8,0.003,0.247,0.247,1.0,0.0,1.0,1.0,0.0,0.0
