e,c,x,y,Chi,SN,Sharp,Round,MA,Crowd,T,Counts,Bkgrd,inst_vega_mag1,m_V,mag1_err,Chi.1,SN.1,Sharp.1,Round.1,Crowd.1,FWHM,Ellip,PSFa,PSFb,PSFc,Eflag,Counts.1,Bkgrd.1,inst_vega_mag2,m_I,mag2_err,Chi.2,SN.2,Sharp.2,Round.2,Crowd.2,FWHM.1,Ellip.1,PSFa.1,PSFb.1,PSFc.1,Eflag.1
0.0,1.0,1145.58,1704.99,1.14,11.8,-0.196,2.925,80.0,0.376,1.0,2478.3,2683.78,28.732,29.072,0.138,1.14,7.8,-0.174,0.695,0.374,1.0,0.0,1.0,1.0,0.0,0.0,2203.3,1429.18,27.659,27.65,0.157,1.19,6.9,-0.211,6.305,0.552,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1988.56,2656.21,1.29,10.6,-0.23,0.165,5.0,0.973,1.0,2278.9,2435.68,28.831,29.007,0.176,1.34,6.2,-0.515,-0.048,1.171,1.0,0.0,1.0,1.0,0.0,0.0,1308.1,1303.63,28.232,28.224,0.207,1.19,5.2,0.018,0.491,2.613,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2722.71,1642.39,1.03,11.9,-0.128,0.173,100.0,0.055,1.0,2685.2,2940.03,28.646,28.96,0.134,1.07,8.1,-0.142,0.248,0.057,1.0,0.0,1.0,1.0,0.0,2.0,2212.8,1573.58,27.655,27.647,0.152,0.99,7.1,-0.131,0.117,0.05,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1252.11,2786.72,1.23,12.2,0.013,0.037,140.0,0.437,1.0,2464.3,2631.4,28.751,29.122,0.145,1.18,7.5,-0.072,-0.197,0.438,1.0,0.0,1.0,1.0,0.0,2.0,2420.5,1409.34,27.568,27.559,0.118,1.28,9.2,0.086,0.22,0.459,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,258.67,3420.52,1.18,11.1,-0.268,0.623,175.0,0.128,1.0,2357.7,2476.88,28.806,29.118,0.182,1.09,6.0,-0.189,0.274,0.126,1.0,0.0,1.0,1.0,0.0,2.0,1926.1,1317.68,27.822,27.814,0.14,1.18,7.7,-0.297,0.966,0.124,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1670.14,2244.31,1.18,11.1,0.174,1.538,30.0,1.185,1.0,2568.7,2398.01,28.701,29.03,0.158,1.18,6.9,0.261,2.874,1.357,1.0,0.0,1.0,1.0,0.0,0.0,2208.7,1303.57,27.661,27.652,0.131,1.19,8.3,0.035,0.196,1.055,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,727.56,1397.27,1.17,10.8,0.135,0.464,90.0,0.188,1.0,1989.0,2702.84,28.973,29.426,0.194,1.24,5.6,0.047,0.829,0.201,1.0,0.0,1.0,1.0,0.0,2.0,2611.1,1439.96,27.478,27.468,0.122,1.11,8.9,0.196,0.218,0.222,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1874.67,3658.74,1.13,12.5,-0.065,0.201,40.0,0.243,1.0,2338.3,2596.68,28.817,29.21,0.14,1.05,7.8,-0.177,0.697,0.324,1.0,0.0,1.0,1.0,0.0,0.0,2464.0,1404.9,27.558,27.549,0.117,1.19,9.3,0.044,-0.279,0.201,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,3162.3,3825.83,1.11,12.3,-0.131,0.264,120.0,0.069,1.0,3373.1,2695.19,28.423,28.477,0.104,1.11,10.5,-0.156,-0.099,0.068,1.0,0.0,1.0,1.0,0.0,2.0,1405.0,1451.14,28.167,28.16,0.186,1.11,5.8,-0.086,0.925,0.072,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2855.48,3886.91,1.02,12.5,-0.004,0.784,170.0,0.301,1.0,1908.8,2702.99,29.041,29.503,0.173,1.05,6.3,0.044,2.202,0.496,1.0,0.0,1.0,1.0,0.0,0.0,2591.0,1435.53,27.506,27.496,0.106,0.98,10.3,-0.036,-0.154,0.251,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,367.25,3594.33,1.08,11.9,-0.153,0.179,120.0,0.261,1.0,2493.9,2475.19,28.748,29.07,0.135,1.14,8.0,-0.17,0.096,0.391,1.0,0.0,1.0,1.0,0.0,0.0,2094.0,1320.19,27.734,27.725,0.14,1.05,7.7,-0.133,0.277,0.263,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,262.82,1443.99,1.24,12.1,-0.238,0.073,20.0,0.209,1.0,2761.6,2603.75,28.618,28.886,0.125,1.29,8.7,-0.232,0.003,0.213,1.0,0.0,1.0,1.0,0.0,0.0,1997.5,1392.95,27.765,27.757,0.14,1.09,7.8,-0.244,0.156,0.251,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1230.61,3109.94,1.17,11.5,-0.18,0.185,105.0,0.054,1.0,2066.8,2647.33,28.946,29.355,0.162,1.1,6.7,-0.204,0.389,0.041,1.0,0.0,1.0,1.0,0.0,0.0,2308.1,1414.9,27.623,27.614,0.147,1.23,7.4,-0.09,-0.05,0.07,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2433.23,1887.82,1.25,11.1,-0.019,0.697,75.0,0.196,1.0,1890.3,2874.69,29.021,29.471,0.203,1.22,5.3,0.055,0.955,0.364,1.0,0.0,1.0,1.0,0.0,2.0,2456.7,1523.56,27.54,27.53,0.116,1.26,9.4,-0.062,0.545,0.141,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1243.85,3898.27,1.02,13.2,-0.032,0.57,10.0,0.114,1.0,3460.9,2552.77,28.396,28.469,0.096,0.98,11.3,-0.016,0.422,0.087,1.0,0.0,1.0,1.0,0.0,0.0,1531.1,1363.97,28.077,28.07,0.17,1.06,6.4,-0.06,0.858,0.176,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,551.88,2028.39,1.18,11.8,-0.094,0.332,170.0,0.424,1.0,2123.3,2550.78,28.894,29.315,0.177,1.12,6.1,-0.082,0.221,0.644,1.0,0.0,1.0,1.0,0.0,2.0,2480.0,1354.17,27.527,27.517,0.113,1.24,9.6,-0.102,0.407,0.307,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,684.47,1996.83,1.17,12.3,-0.163,0.094,120.0,0.197,1.0,1854.9,2624.22,29.039,29.52,0.183,1.25,5.9,-0.427,-0.024,0.298,1.0,0.0,1.0,1.0,0.0,0.0,2735.8,1396.26,27.421,27.411,0.104,1.15,10.5,0.001,0.166,0.184,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1799.37,995.83,1.13,11.0,-0.163,0.219,175.0,0.02,1.0,1842.7,2822.69,29.062,29.466,0.178,1.13,6.1,-0.238,-0.128,0.026,1.0,0.0,1.0,1.0,0.0,0.0,2010.0,1524.6,27.765,27.755,0.148,1.14,7.3,-0.088,0.571,0.035,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,2537.12,1405.99,1.16,12.1,-0.013,3.174,150.0,0.525,1.0,2614.8,2894.53,28.679,29.014,0.146,1.19,7.4,0.104,4.016,0.721,1.0,0.0,1.0,1.0,0.0,2.0,2286.7,1536.59,27.621,27.613,0.121,1.11,9.0,-0.107,2.472,0.41,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2283.19,2029.95,1.14,12.2,-0.08,0.37,60.0,0.264,1.0,3018.3,2788.75,28.515,28.775,0.133,1.09,8.2,-0.05,0.603,0.224,1.0,0.0,1.0,1.0,0.0,0.0,2139.1,1489.4,27.687,27.678,0.128,1.16,8.5,-0.098,0.018,0.29,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,3469.84,3894.4,1.12,13.0,-0.121,0.044,10.0,0.135,1.0,2500.5,2687.41,28.748,29.102,0.132,1.08,8.2,-0.06,0.008,0.128,1.0,0.0,1.0,1.0,0.0,0.0,2315.4,1415.68,27.627,27.618,0.115,1.14,9.5,-0.177,0.076,0.186,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,311.53,2287.28,1.06,11.6,-0.098,0.225,100.0,0.519,1.0,2907.7,2575.39,28.566,28.919,0.137,0.95,7.9,-0.077,0.247,0.301,1.0,0.0,1.0,1.0,0.0,2.0,2698.6,1369.99,27.447,27.438,0.13,1.15,8.3,-0.126,0.223,0.142,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2198.62,1363.89,1.2,11.3,-0.096,0.525,85.0,0.361,1.0,2423.4,2900.41,28.761,29.004,0.143,1.12,7.6,-0.029,0.062,0.66,1.0,0.0,1.0,1.0,0.0,0.0,1641.2,1538.68,27.981,27.973,0.169,1.26,6.4,-0.181,1.117,0.696,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2668.01,2359.09,1.18,9.6,-0.208,1.129,85.0,0.223,1.0,1589.5,2747.4,29.22,29.55,0.217,1.21,5.0,-0.314,0.848,0.439,1.0,0.0,1.0,1.0,0.0,2.0,1368.0,1446.78,28.177,28.169,0.198,1.15,5.5,-0.107,1.394,0.306,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1663.85,2968.83,1.18,13.3,-0.18,0.24,25.0,0.533,1.0,2982.1,2601.82,28.548,28.848,0.115,1.09,9.4,-0.193,0.263,0.567,1.0,0.0,1.0,1.0,0.0,0.0,2358.3,1406.53,27.598,27.59,0.118,1.27,9.2,-0.166,0.219,0.507,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,638.99,2386.23,1.12,10.8,-0.16,0.225,130.0,0.419,1.0,2002.0,2543.59,28.971,29.411,0.165,1.12,6.6,-0.187,0.119,0.563,1.0,0.0,1.0,1.0,0.0,0.0,2508.2,1368.16,27.527,27.517,0.162,1.1,6.7,-0.208,0.28,0.282,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1651.27,2822.21,1.13,12.4,-0.117,0.326,10.0,0.707,1.0,2719.3,2505.02,28.647,28.957,0.127,1.14,8.5,-0.116,0.368,0.926,1.0,0.0,1.0,1.0,0.0,0.0,2206.8,1361.93,27.668,27.659,0.126,1.1,8.6,-0.117,0.281,0.636,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2386.34,3644.37,1.07,12.2,-0.001,0.246,45.0,0.173,1.0,2056.8,2683.29,28.957,29.387,0.175,1.08,6.2,-0.159,0.165,0.185,1.0,0.0,1.0,1.0,0.0,2.0,2476.3,1431.95,27.553,27.543,0.11,1.09,9.9,0.099,0.301,0.265,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1360.35,2734.5,1.29,12.0,-0.176,0.454,175.0,0.62,1.0,2258.5,2519.07,28.845,29.244,0.151,1.3,7.2,-0.225,0.557,0.808,1.0,0.0,1.0,1.0,0.0,2.0,2440.1,1355.51,27.559,27.55,0.119,1.31,9.1,-0.133,0.362,0.546,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,2727.23,1714.84,1.13,10.9,0.001,0.591,135.0,0.093,1.0,2651.5,2966.53,28.658,28.889,0.15,1.05,7.3,-0.083,0.034,0.068,1.0,0.0,1.0,1.0,0.0,0.0,1743.7,1593.19,27.911,27.903,0.196,1.14,5.6,0.121,1.983,0.135,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2546.4,1500.16,1.19,12.1,-0.216,0.186,55.0,0.171,1.0,1774.7,2920.93,29.094,29.585,0.194,1.18,5.6,-0.274,0.094,0.163,1.0,0.0,1.0,1.0,0.0,2.0,2731.8,1567.13,27.429,27.419,0.102,1.19,10.6,-0.182,0.241,0.184,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2013.78,2563.57,1.18,11.8,-0.116,1.287,170.0,0.966,1.0,2797.8,2406.25,28.612,28.895,0.127,1.18,8.6,-0.217,1.74,0.922,1.0,0.0,1.0,1.0,0.0,0.0,2109.9,1286.93,27.713,27.704,0.137,1.19,7.9,0.003,0.741,1.048,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2427.86,2659.75,1.27,12.1,-0.007,1.176,100.0,0.936,1.0,2173.2,2542.04,28.886,29.303,0.159,1.2,6.8,-0.066,0.36,1.209,1.0,0.0,1.0,1.0,0.0,2.0,2488.4,1381.73,27.537,27.527,0.114,1.32,9.6,0.039,1.798,0.806,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2404.62,1323.93,1.19,12.7,-0.093,1.096,5.0,0.262,1.0,2734.1,2879.73,28.631,28.955,0.125,1.04,8.7,-0.094,1.59,0.307,1.0,0.0,1.0,1.0,0.0,0.0,2313.3,1525.4,27.61,27.601,0.12,1.31,9.0,-0.092,0.577,0.229,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,268.5,1296.85,1.09,10.6,-0.06,0.116,145.0,0.19,1.0,2180.4,2676.19,28.875,29.158,0.157,1.07,6.9,-0.174,0.347,0.137,1.0,0.0,1.0,1.0,0.0,0.0,1644.9,1437.0,27.977,27.969,0.186,1.14,5.8,0.102,-0.196,0.864,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1324.72,3292.81,1.11,12.9,-0.053,0.283,140.0,0.33,1.0,2526.9,2577.17,28.729,29.1,0.133,1.05,8.2,-0.068,0.061,0.394,1.0,0.0,1.0,1.0,0.0,0.0,2477.5,1384.59,27.549,27.539,0.111,1.17,9.8,-0.039,0.483,0.296,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1949.4,1935.17,1.41,11.6,-0.021,4.173,15.0,0.984,1.0,2599.3,2706.77,28.68,28.973,0.137,1.3,7.9,-0.113,4.047,0.976,1.0,0.0,1.0,1.0,0.0,0.0,2011.0,1467.43,27.754,27.745,0.142,1.52,7.6,0.081,4.244,1.165,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1241.66,2073.88,1.21,11.4,-0.127,0.129,90.0,0.117,1.0,2239.5,2709.34,28.837,29.24,0.152,1.26,7.1,-0.081,0.096,0.185,1.0,0.0,1.0,1.0,0.0,0.0,2452.1,1447.42,27.539,27.53,0.14,1.14,7.7,-0.16,0.121,0.039,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2373.82,3122.59,1.1,11.8,0.059,1.209,155.0,0.507,1.0,3764.3,2734.64,28.3,28.323,0.107,1.13,10.2,-0.129,0.78,0.381,1.0,0.0,1.0,1.0,0.0,0.0,1391.4,1465.51,28.168,28.162,0.195,1.04,5.6,0.324,1.818,0.665,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1833.48,1153.73,1.21,10.6,-0.198,0.687,40.0,0.102,1.0,1985.6,2821.85,28.976,29.375,0.187,1.15,5.8,-0.149,0.54,0.111,1.0,0.0,1.0,1.0,0.0,2.0,2143.2,1504.29,27.694,27.684,0.145,1.25,7.5,-0.24,0.815,0.103,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,2438.62,3724.37,1.13,9.0,0.066,0.412,105.0,0.018,1.0,2024.3,2687.54,28.975,29.266,0.181,1.09,6.0,-0.017,0.286,0.027,1.0,0.0,1.0,1.0,0.0,2.0,1557.5,1432.81,28.055,28.046,0.168,1.14,6.4,0.14,0.539,0.014,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2353.95,1919.32,1.15,11.7,0.039,1.428,5.0,0.384,1.0,1932.2,2846.99,29.001,29.433,0.178,1.08,6.1,0.073,1.716,0.618,1.0,0.0,1.0,1.0,0.0,0.0,2344.0,1514.13,27.589,27.58,0.12,1.2,9.1,0.014,1.222,0.374,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1981.35,2000.51,1.23,10.6,-0.177,0.17,130.0,0.436,1.0,2407.0,2731.88,28.76,29.119,0.166,1.19,6.5,-0.187,0.004,0.404,1.0,0.0,1.0,1.0,0.0,0.0,2269.4,1470.28,27.624,27.615,0.141,1.29,7.7,-0.169,0.32,0.389,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,2223.52,1367.12,1.07,11.0,-0.102,0.12,35.0,0.097,1.0,2619.5,2893.32,28.677,28.866,0.142,1.07,7.6,-0.159,-0.129,0.046,1.0,0.0,1.0,1.0,0.0,2.0,1543.0,1554.61,28.044,28.037,0.214,1.05,5.1,0.016,0.658,0.152,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1825.95,3116.13,1.17,11.5,-0.144,0.505,70.0,0.71,1.0,1852.9,2518.85,29.064,29.521,0.186,1.24,5.9,-0.517,0.66,1.033,1.0,0.0,1.0,1.0,0.0,0.0,2462.5,1373.98,27.553,27.543,0.122,1.11,8.9,0.142,0.388,0.617,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1188.2,2738.75,1.29,10.6,-0.285,1.387,35.0,0.45,1.0,2024.6,2590.24,28.962,29.355,0.194,1.26,5.6,-0.458,1.496,0.726,1.0,0.0,1.0,1.0,0.0,0.0,2138.4,1395.85,27.701,27.692,0.139,1.33,7.8,-0.214,1.299,0.491,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1527.13,2854.11,1.11,11.3,-0.213,0.543,140.0,0.243,1.0,3064.0,2704.3,28.519,28.606,0.123,1.09,8.8,-0.137,0.781,0.192,1.0,0.0,1.0,1.0,0.0,2.0,1431.1,1451.72,28.135,28.128,0.191,1.16,5.7,-0.326,0.176,0.345,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2370.6,3130.28,1.15,12.1,-0.099,0.296,30.0,0.272,1.0,1845.7,2737.15,29.07,29.554,0.183,1.06,5.9,-0.032,0.051,0.527,1.0,0.0,1.0,1.0,0.0,0.0,2741.7,1456.44,27.437,27.427,0.107,1.21,10.1,-0.144,0.455,0.173,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,728.99,4040.82,1.3,12.5,-0.244,1.696,100.0,0.754,1.0,3229.3,2425.47,28.473,28.565,0.105,1.36,10.3,-0.155,1.641,0.839,1.0,0.0,1.0,1.0,0.0,0.0,1535.8,1330.82,28.076,28.069,0.172,1.21,6.3,-0.393,1.845,0.763,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2624.41,1966.64,1.16,10.5,-0.176,1.779,120.0,0.134,1.0,2574.9,2876.72,28.691,28.874,0.154,1.07,7.0,-0.127,2.474,0.117,1.0,0.0,1.0,1.0,0.0,0.0,1496.2,1510.91,28.071,28.064,0.181,1.21,6.0,-0.265,1.23,0.161,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1896.03,475.39,1.12,12.5,-0.159,0.864,30.0,0.16,1.0,2858.2,2897.56,28.591,28.888,0.12,1.13,9.0,-0.178,0.879,0.234,1.0,0.0,1.0,1.0,0.0,0.0,2236.9,1562.87,27.655,27.646,0.13,1.08,8.4,-0.135,0.832,0.084,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,2248.16,653.84,1.05,11.9,0.001,0.679,110.0,0.153,1.0,1989.4,2961.6,28.981,29.415,0.171,1.01,6.3,0.043,1.052,0.139,1.0,0.0,1.0,1.0,0.0,2.0,2427.9,1600.08,27.564,27.555,0.113,1.07,9.6,-0.028,0.411,0.165,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2130.27,3650.59,1.14,13.2,-0.022,0.249,15.0,0.152,1.0,2732.9,2686.14,28.649,28.978,0.121,1.05,9.0,-0.038,0.437,0.183,1.0,0.0,1.0,1.0,0.0,0.0,2353.1,1450.61,27.608,27.599,0.115,1.21,9.4,-0.006,0.058,0.126,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2372.68,2711.77,1.05,10.4,-0.104,0.154,10.0,0.631,1.0,2374.8,2742.76,28.793,29.049,0.167,1.07,6.5,-0.137,0.042,0.614,1.0,0.0,1.0,1.0,0.0,0.0,1656.6,1451.33,27.975,27.967,0.164,1.0,6.6,-0.076,0.151,0.735,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1436.61,2382.96,1.13,13.0,-0.131,0.876,5.0,1.212,1.0,3138.1,2171.46,28.485,28.639,0.108,1.19,10.0,-0.166,0.287,1.283,1.0,0.0,1.0,1.0,0.0,2.0,1702.8,1211.3,27.94,27.933,0.169,1.03,6.4,-0.069,1.927,1.319,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,490.57,1460.87,1.21,11.8,-0.119,0.799,30.0,0.288,1.0,2444.9,2600.84,28.748,29.077,0.14,1.23,7.7,-0.179,0.363,0.291,1.0,0.0,1.0,1.0,0.0,0.0,2101.7,1393.98,27.711,27.702,0.135,1.22,8.0,-0.056,1.285,0.334,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2154.36,3630.0,1.08,12.1,-0.005,0.168,80.0,0.053,1.0,2618.1,2693.67,28.695,28.968,0.13,1.11,8.3,-0.021,0.094,0.058,1.0,0.0,1.0,1.0,0.0,0.0,1921.7,1432.78,27.827,27.819,0.139,1.03,7.8,0.013,0.256,0.052,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1858.2,3387.07,1.06,12.0,-0.021,0.279,130.0,0.03,1.0,2079.8,2717.08,28.943,29.396,0.188,0.98,5.8,-0.007,-0.063,0.026,1.0,0.0,1.0,1.0,0.0,2.0,2723.7,1462.9,27.447,27.437,0.107,1.1,10.1,-0.052,0.237,0.031,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1298.94,2796.6,1.12,9.9,0.085,0.775,75.0,0.685,1.0,1894.0,2609.98,29.035,29.428,0.184,1.13,5.9,0.151,0.697,0.881,1.0,0.0,1.0,1.0,0.0,0.0,1993.4,1396.39,27.777,27.768,0.171,1.12,6.4,0.01,0.985,0.571,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,217.46,2620.42,1.14,11.8,-0.155,0.578,90.0,0.224,1.0,1891.8,2554.1,29.035,29.472,0.175,1.03,6.2,-0.126,-0.062,0.751,1.0,0.0,1.0,1.0,0.0,0.0,2334.8,1379.96,27.606,27.596,0.124,1.19,8.7,-0.18,1.096,0.207,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1327.15,1017.37,1.11,12.9,0.048,0.228,15.0,0.084,1.0,2186.8,2772.79,28.875,29.301,0.15,1.09,7.2,0.028,0.415,0.071,1.0,0.0,1.0,1.0,0.0,0.0,2599.5,1494.25,27.487,27.477,0.106,1.14,10.3,0.064,0.081,0.09,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,316.1,3464.9,1.19,12.0,-0.036,0.299,175.0,0.131,1.0,2174.8,2473.43,28.893,29.281,0.156,1.12,7.0,-0.083,0.636,0.13,1.0,0.0,1.0,1.0,0.0,0.0,2256.5,1321.5,27.652,27.642,0.122,1.24,8.9,0.003,0.002,0.16,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1347.64,3271.88,1.14,11.9,-0.087,0.04,95.0,0.533,1.0,2518.3,2530.55,28.733,29.053,0.136,1.18,8.0,-0.112,0.078,0.58,1.0,0.0,1.0,1.0,0.0,2.0,2106.2,1368.38,27.724,27.715,0.162,1.11,6.7,-0.065,0.064,0.498,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1304.91,2751.34,1.13,11.3,-0.097,1.261,90.0,0.637,1.0,2524.7,2565.78,28.725,29.015,0.136,1.1,8.0,-0.098,1.546,0.812,1.0,0.0,1.0,1.0,0.0,0.0,1935.6,1365.25,27.808,27.799,0.175,1.13,6.2,-0.078,0.849,0.678,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2236.49,3693.55,1.02,12.8,-0.111,0.154,45.0,0.11,1.0,2482.3,2689.29,28.753,29.126,0.137,1.0,8.0,-0.1,0.321,0.152,1.0,0.0,1.0,1.0,0.0,0.0,2447.5,1420.14,27.565,27.556,0.11,1.03,9.9,-0.12,0.014,0.089,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2572.12,2566.02,1.25,12.1,0.007,0.533,5.0,0.982,1.0,2663.3,2558.87,28.666,28.945,0.128,1.2,8.5,-0.061,0.241,1.06,1.0,0.0,1.0,1.0,0.0,0.0,1982.0,1349.08,27.78,27.771,0.139,1.31,7.8,0.087,0.875,1.03,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1172.76,3293.9,1.07,11.9,-0.041,0.168,60.0,0.037,1.0,1567.2,2586.75,29.246,29.752,0.208,1.04,5.2,-0.159,0.004,0.058,1.0,0.0,1.0,1.0,0.0,0.0,2572.4,1393.57,27.508,27.498,0.106,1.09,10.2,0.026,0.264,0.036,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2362.58,2621.99,1.22,12.3,-0.242,0.746,10.0,0.282,1.0,2902.9,2703.1,28.574,28.846,0.121,1.2,9.0,-0.184,0.816,0.346,1.0,0.0,1.0,1.0,0.0,0.0,2119.5,1449.62,27.709,27.701,0.14,1.25,7.8,-0.317,0.676,0.242,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,1501.89,3409.08,1.1,12.1,0.007,0.353,130.0,0.131,1.0,3029.5,2621.41,28.537,28.739,0.122,1.12,8.9,-0.021,-0.061,0.116,1.0,0.0,1.0,1.0,0.0,2.0,1843.3,1415.75,27.869,27.861,0.146,1.07,7.4,0.039,0.818,0.187,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2842.57,1991.23,1.35,12.0,-0.197,0.844,5.0,0.062,1.0,2240.4,2917.61,28.837,29.224,0.154,1.17,7.1,-0.227,0.926,0.063,1.0,0.0,1.0,1.0,0.0,0.0,2320.1,1549.23,27.6,27.591,0.119,1.42,9.1,-0.172,0.798,0.064,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2774.76,3895.96,1.02,12.1,0.044,0.617,140.0,0.215,1.0,1667.2,2690.33,29.186,29.682,0.196,1.01,5.5,0.06,0.333,0.271,1.0,0.0,1.0,1.0,0.0,0.0,2611.1,1426.36,27.497,27.487,0.104,1.08,10.4,0.035,0.787,0.21,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2307.38,1536.12,1.14,11.9,-0.185,1.206,75.0,0.309,1.0,2009.0,2830.92,28.958,29.365,0.169,1.15,6.4,-0.203,1.442,0.523,1.0,0.0,1.0,1.0,0.0,0.0,2227.4,1506.22,27.649,27.639,0.125,1.1,8.7,-0.169,0.892,0.304,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,1121.45,2015.23,1.12,11.1,-0.087,0.359,5.0,0.234,1.0,2148.5,2665.71,28.88,29.298,0.195,1.14,5.6,-0.13,0.725,0.179,1.0,0.0,1.0,1.0,0.0,2.0,2479.6,1434.9,27.527,27.518,0.117,1.13,9.3,-0.064,0.157,0.207,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,185.26,2832.1,1.15,12.3,-0.008,2.499,95.0,0.543,1.0,2113.4,2527.3,28.919,29.342,0.158,1.11,6.9,-0.102,3.496,0.739,1.0,0.0,1.0,1.0,0.0,0.0,2473.9,1368.92,27.546,27.536,0.115,1.21,9.4,0.069,1.693,0.526,1.0,0.0,1.0,1.0,0.0,0.0
0.0,1.0,2009.0,3231.91,1.12,12.7,-0.146,0.446,135.0,0.172,1.0,2849.4,2703.99,28.599,28.924,0.123,1.16,8.8,-0.136,0.445,0.16,1.0,0.0,1.0,1.0,0.0,0.0,2423.2,1444.83,27.572,27.563,0.122,1.1,8.9,-0.158,0.451,0.188,1.0,0.0,1.0,1.0,0.0,2.0
0.0,1.0,2371.2,3891.49,1.08,13.4,-0.046,0.272,105.0,0.065,1.0,3358.0,2658.88,28.428,28.578,0.1,1.02,10.9,0.013,0.023,0.02,1.0,0.0,1.0,1.0,0.0,0.0,1810.9,1411.6,27.894,27.886,0.145,1.16,7.5,-0.136,0.662,0.135,1.0,0.0,1.0,1.0,0.0,0.0
