galaxy,gal_ra,gal_dec,field,fd_ra,fd_dec,TRGB,TRGB_err,R,R_err,R_pm1,N,EDR_value,percentage,FWHM,slope,tip_color,A555/606,A814,int_ext,inc,pos_ang,dist2nuc
M101,210.80227,54.34895,M101,210.8283333,54.1558333,25.07000000000089,0.08812749289994466,4.63063063063063,0.48465991297293226,6.596938775510204,1293.0,0.12264702216898353,1.0,0.54,4.690504684570389,1.2885505617977524,0.016909,0.0110038,0.0107250791632466,8.0,29.0,22.540055758382515
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.199000000000964,0.040209952115018294,6.547692307692308,0.38995055648674753,14.47704081632653,5675.0,0.25570483796403404,1.0,0.72,3.5862438758066015,1.490809659090909,0.0655795,0.0426769,0.0101659179010637,57.0,7.0,24.02360675977596
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.26100000000097,0.046686355917552894,5.397260273972603,0.39706502428607743,10.858181818181817,2986.0,0.16803923212840335,1.0,0.78,3.419846791917598,1.4451228813559327,0.0495845,0.0322679,0.0123195887395941,47.0,135.0,19.11144099849296
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.604000000000262,0.2843375294793086,3.630252100840336,0.37583500778905415,7.546099290780142,1064.0,0.08809490979262556,1.0,0.86,1.3782734264297067,2.411086956521739,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1316,50.67383,-37.20823,NGC1316,50.802175,-37.3226694,27.417000000000492,0.040470154419987976,6.320441988950276,0.505595370965395,13.764976958525345,2987.0,0.18423835338124134,1.0,0.76,4.561405890458386,1.5412708333333331,0.0409015,0.0266173,0.0040950377946784,44.0,48.0,70.91592730068481
NGC1365,53.40155,-36.1404,NGC1365,53.4642833,-36.2013889,27.361000000001006,0.09135153234004338,4.523809523809524,0.2727105026370808,7.700680272108843,3396.0,0.1915030895979427,1.0,0.59,4.29376379678265,1.3071732026143792,0.040216,0.0261712,0.0072781042286877,41.0,50.0,35.76103078634115
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,27.150000000000155,0.07388875313006592,4.878048780487805,0.8362723428100058,9.607843137254902,490.0,0.0680204863318129,1.0,0.73,3.0223491420553534,1.478775,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,27.352000000000942,0.373721330318392,3.316742081447964,0.2545292888790321,4.780254777070064,1501.0,0.11697528311516696,1.0,0.58,4.54531423189767,1.3212331288343557,0.02742,0.017844,0.0045129137694747,78.0,44.0,63.1693978959077
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,26.875000000000256,0.040000054285073146,9.6,4.511319097558939,27.833333333333332,167.0,0.040620991552389456,1.0,0.42,6.748528516338564,2.0372857142857144,0.0313794,0.0173979,0.0258956659610024,60.0,105.0,7.892399493887002
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,27.21500000000031,0.3000424832600465,3.730769230769231,0.8239073950022369,9.466666666666667,284.0,0.035950352157126206,0.8850190697772736,0.63,2.6680297881127912,2.0454347826086963,0.0313794,0.0173979,0.0258956659610024,60.0,105.0,7.892399493887002
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,27.925000000000416,0.9602144461189397,1.6791044776119404,0.18322354677320352,2.858695652173913,526.0,0.034009587425447525,0.8372416852893629,0.52,2.3837609276470744,1.8350724637681162,0.0313794,0.0173979,0.0258956659610024,60.0,105.0,7.892399493887002
NGC3370,161.76688,17.27362,NGC3370,161.7825,17.2764722,27.392000000000294,0.45202772585670964,3.2666666666666666,0.5565324743999477,7.186440677966102,424.0,0.05448486256276364,1.0,0.72,1.7407129010562972,2.3042499999999997,0.0708048,0.0392568,0.0160555110137923,56.0,155.0,13.942974427812995
NGC3370,161.76688,17.27362,NGC3370,161.7825,17.2764722,28.022000000000396,0.9168825482024038,1.8424242424242425,0.17815470518279444,2.483050847457627,586.0,0.05282489609802885,0.969533437607141,0.37,2.14376058481789,1.9094699999999996,0.0708048,0.0392568,0.0160555110137923,56.0,155.0,13.942974427812995
NGC4038,180.47088,-18.86761,NGC4038,180.3604633,-18.9892639,26.927000000001016,0.21890898804999567,3.670750382848392,0.16203698912237233,11.94928478543563,9189.0,0.1906389362671824,1.0,0.75,2.862363902400493,1.3985191956124314,0.090943,0.0591826,0.0036583905761011,44.0,159.0,81.10335861558856
NGC4038,180.47088,-18.86761,NGC4038,180.3604633,-18.9892639,27.507000000001106,0.5060096278867648,2.622088920254058,0.0578899718840227,2.9371103280021686,10835.0,0.30687384154806,1.6097123051398756,0.69,-99.0,1.2394029380902412,0.090943,0.0591826,0.0036583905761011,44.0,159.0,81.10335861558856
NGC4258,184.7396,47.30397,NGC4258-1,184.8291667,47.3333333,25.340000000000288,0.040062789563119636,7.009090909090909,0.7143747824686966,15.683544303797468,2478.0,0.15468045296082844,1.0,1.04,3.040472234707329,2.0728217054263567,0.0378162,0.0209667,0.0126678329964179,61.0,160.0,18.48763623849455
NGC4258,184.7396,47.30397,NGC4258-10,184.6073157,47.2086766,25.251000000000317,0.04000000002869125,12.0,3.338091841585121,23.85,477.0,0.08764195192247079,1.0,0.61,5.521522951405091,1.3063333333333336,0.0322185,0.0209667,0.0077549333845903,61.0,160.0,33.15894786321558
