galaxy,gal_ra,gal_dec,field,fd_ra,fd_dec,TRGB,TRGB_err,R,R_err,R_pm1,N,EDR_value,percentage,FWHM,slope,tip_color,A555/606,A814,int_ext,inc,pos_ang,dist2nuc
M101,210.80227,54.34895,M101,210.8283333,54.1558333,25.080000000000886,0.07560600356384266,4.774774774774775,0.4984051042770046,6.654822335025381,1311.0,0.2434036537011535,1.0,0.19,4.622467674079875,1.2906565656565656,0.016909,0.0110038,0.0107250791632466,8.0,29.0,22.540055758382515
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.23900000000097,0.040757952585559,6.1122715404699735,0.3369039458561509,12.644396551724139,5867.0,0.33481076844178254,1.0,0.43,3.5900443405504787,1.4848004484304933,0.0655795,0.0426769,0.0101659179010637,57.0,7.0,24.02360675977596
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.50900000000101,0.5320871468836915,2.6178137651821864,0.08757073566221005,4.787900355871886,6727.0,0.22483277186637185,0.671521925393108,0.24,3.265105789513108,1.4382679671457905,0.0655795,0.0426769,0.0101659179010637,57.0,7.0,24.02360675977596
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.161000000000953,0.040070702939715985,6.963503649635037,0.6362176481563998,15.23728813559322,2697.0,0.2072480872365844,1.0,0.39,3.9825828377230237,1.4322066666666668,0.0495845,0.0322679,0.0123195887395941,47.0,135.0,19.11144099849296
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.461000000001,0.34922753112975374,3.2975206611570247,0.17111184281600567,6.076376554174067,3421.0,0.20476629379583552,0.9880250115991865,0.26,3.568544386524381,1.3993458823529412,0.0495845,0.0322679,0.0123195887395941,47.0,135.0,19.11144099849296
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.354000000000227,0.05602849596300792,5.1568627450980395,0.7890189505027825,14.333333333333334,817.0,0.11347155913810761,0.8745458919545982,0.19,1.3092675707114128,2.6196956521739136,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.624000000000265,0.2618608822420278,3.7049180327868854,0.37799444508079366,7.541666666666667,1086.0,0.12974911915085463,1.0,0.29,1.372377401531311,2.4068653846153847,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1316,50.67383,-37.20823,NGC1316,50.802175,-37.3226694,27.407000000000487,0.04029576391062803,6.477011494252873,0.5275659210917034,14.278846153846153,2970.0,0.2578679581877607,1.0,0.33,4.589805975743571,1.5432918918918916,0.0409015,0.0266173,0.0040950377946784,44.0,48.0,70.91592730068481
NGC1365,53.40155,-36.1404,NGC1365,53.4642833,-36.2013889,27.451000000001024,0.27822269590483156,3.5309168443496803,0.18469297179253052,5.870646766169155,3540.0,0.2311647997542383,1.0,0.48,4.390120706917478,1.2878873563218391,0.040216,0.0261712,0.0072781042286877,41.0,50.0,35.76103078634115
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,26.8100000000001,0.04081596687259679,6.3076923076923075,1.8830146565100787,22.642857142857142,317.0,0.06802304879026379,0.8665048547829015,0.13,56.91462805791126,1.2736666666666667,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,26.920000000000122,0.04001516826127802,7.625,2.027400197913574,19.3,386.0,0.0691281903881974,0.8805825913275339,0.16,9.267398029040416,1.3561764705882349,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,27.120000000000154,0.0470919455230391,5.514285714285714,1.0130806293262322,10.644444444444444,479.0,0.0785027901630241,1.0,0.17,2.7984174466853253,1.5082499999999996,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,27.300000000000182,0.5828388169424898,2.9125,0.3774115169480126,5.728260869565218,527.0,0.08002402912275741,1.0193781514844786,0.23,4.270347504920064,1.3592638888888888,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,27.372000000000945,0.37783135611828744,3.303964757709251,0.2502874812103761,4.649230769230769,1511.0,0.17027734186488946,1.0,0.3,4.764558098704227,1.2982864864864865,0.02742,0.017844,0.0045129137694747,78.0,44.0,63.1693978959077
