galaxy,gal_ra,gal_dec,field,fd_ra,fd_dec,TRGB,TRGB_err,R,R_err,R_pm1,N,EDR_value,percentage,FWHM,slope,tip_color,A555/606,A814,int_ext,inc,pos_ang,dist2nuc
M101,210.80227,54.34895,M101,210.8283333,54.1558333,25.080000000000886,0.2728563646264508,3.6347305389221556,0.317607039144828,4.980066445182724,1499.0,0.25718637311763054,1.0,0.19,4.41489018675944,1.3049527559055112,0.016909,0.0110038,0.0,8.0,29.0,22.540055758382515
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.267000000000976,0.09760725706067586,4.3882352941176475,0.15902390864086988,7.946689595872743,9242.0,0.37278973486740447,1.0,0.46,2.0149426327715,1.695825934579439,0.0655795,0.0426769,0.0,57.0,7.0,24.02360675977596
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.467000000001008,0.5288200839134408,2.5545219638242895,0.06850226585771323,4.240068346860316,9926.0,0.25503791094299055,0.6841334057486953,0.16,1.8081545105907488,1.6528544061302681,0.0655795,0.0426769,0.0,57.0,7.0,24.02360675977596
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.158000000001053,0.04501352432143124,5.473684210526316,0.3312183300923086,11.199501246882793,4491.0,0.2358579340337543,0.9511224530610296,0.33,2.327978878649957,1.6634617940199337,0.0495845,0.0322679,0.0,47.0,135.0,19.11144099849296
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.308000000001073,0.14235521582552862,4.106498194945848,0.19455505851633584,7.246020260492041,5007.0,0.24797851556830008,1.0,0.21,1.8522015849145455,1.675054844606947,0.0495845,0.0322679,0.0,47.0,135.0,19.11144099849296
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.438000000001097,0.5012967729512577,2.764262648008611,0.10583315786534234,4.801276207839562,5267.0,0.20325656365140077,0.819653925202316,0.16,1.7096186756970049,1.6453676844783716,0.0495845,0.0322679,0.0,47.0,135.0,19.11144099849296
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,26.072000000000543,1.4289228557381617,1.9,0.5248809388804284,3.888888888888889,105.0,0.06164214389483754,0.5866142899128094,0.13,-5.097784780795221,1.7576363636363626,0.0922608,0.0511528,0.0,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,26.842000000000667,0.2302646392991393,3.875,0.6872158503701731,9.176470588235293,624.0,0.054565711732094284,0.5192717874303243,0.21,-5.1192272262058705,1.8181481481481487,0.0922608,0.0511528,0.0,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.052000000000696,0.19372814151465953,3.9836065573770494,0.5704862430110191,9.724489795918368,953.0,0.10508121768393953,1.0,0.22,62.56403381943088,1.9457962962962962,0.0922608,0.0511528,0.0,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.372000000000746,0.41945340335373693,3.189873417721519,0.29084301127523216,7.147783251231527,1451.0,0.08048713792809535,0.7659517057575637,0.19,2.638900347557605,2.035198198198198,0.0922608,0.0511528,0.0,46.0,175.0,4.872395270317277
