galaxy,gal_ra,gal_dec,field,fd_ra,fd_dec,TRGB,TRGB_err,R,R_err,R_pm1,N,EDR_value,percentage,FWHM,slope,tip_color,A555/606,A814,int_ext,inc,pos_ang,dist2nuc
M101,210.80227,54.34895,M101,210.8283333,54.1558333,25.080000000000886,0.11825981441853259,4.366412213740458,0.422930234750333,5.790983606557377,1413.0,0.24950619656048736,1.0,0.18,4.389955060901052,1.2966851851851846,0.016909,0.0110038,0.0107250791632466,8.0,29.0,22.540055758382515
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.24900000000097,0.04186244898678122,5.790606653620352,0.2773996250848345,11.352848101265822,7175.0,0.3715370094860605,1.0,0.43,3.056215180049381,1.5362894280762567,0.0655795,0.0426769,0.0101659179010637,57.0,7.0,24.02360675977596
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.50900000000101,0.5409680859364083,2.5509409474367293,0.07666914289501194,4.550225733634312,8063.0,0.24042101605864824,0.6470984314354515,0.27,2.8315319704815103,1.4865528726061614,0.0655795,0.0426769,0.0101659179010637,57.0,7.0,24.02360675977596
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.151000000000955,0.04005557929136982,7.0285714285714285,0.5678500192083019,14.785087719298245,3371.0,0.24011089906713276,1.0,0.42,3.5394177433915237,1.523994652406417,0.0495845,0.0322679,0.0123195887395941,47.0,135.0,19.11144099849296
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.461000000001,0.4414556217356693,2.986466165413534,0.13380181912389005,5.434670116429495,4201.0,0.19095486416169638,0.7952777858214057,0.23,2.8518520155830225,1.4846313932980602,0.0495845,0.0322679,0.0123195887395941,47.0,135.0,19.11144099849296
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,26.694000000000123,0.04,20.5,10.49702338760851,67.66666666666667,406.0,0.11608963940642374,0.7047804643116562,0.2,1.839566615487122,2.7995000000000005,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.034000000000177,0.04404984402057878,5.666666666666667,1.0243938285880985,21.804878048780488,894.0,0.10362937781359532,0.6291341879019771,0.16,1.4426037743689282,2.7281562500000005,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.364000000000225,0.13156009644390665,4.275,0.4334995674738327,10.323741007194245,1435.0,0.10997313213924446,0.6676471348106802,0.22,1.3941306353772929,2.501649484536083,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.604000000000262,0.43645335753522785,3.1188524590163933,0.22945135132197303,5.777408637873754,1739.0,0.16471744789323292,1.0,0.26,1.4504024468327754,2.3007692307692307,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1316,50.67383,-37.20823,NGC1316,50.802175,-37.3226694,27.411000000001195,0.04066406490608016,6.18942731277533,0.4427509008833972,13.24187725631769,3668.0,0.28987422738998964,1.0,0.34,3.970553060302446,1.5700763052208833,0.0409015,0.0266173,0.0040950377946784,44.0,48.0,70.91592730068481
NGC1316,50.67383,-37.20823,NGC1316,50.802175,-37.3226694,27.761000000001246,0.6524273100232593,2.280757097791798,0.08870258933836524,3.765840220385675,4101.0,0.1458710290529387,0.5032217950742044,0.2,3.315015248288913,1.529520895522388,0.0409015,0.0266173,0.0040950377946784,44.0,48.0,70.91592730068481
NGC1365,53.40155,-36.1404,NGC1365,53.4642833,-36.2013889,27.191000000000983,0.10432654468708552,4.4,0.2887359019114727,9.748663101604278,3646.0,0.1674588283599291,0.6519744299680708,0.16,3.8531871265847237,1.403830097087379,0.040216,0.0261712,0.0072781042286877,41.0,50.0,35.76103078634115
NGC1365,53.40155,-36.1404,NGC1365,53.4642833,-36.2013889,27.451000000001024,0.29894085466795667,3.4378194207836454,0.16121568499397443,5.679319371727749,4339.0,0.25684876685751323,1.0,0.36,4.392968574690806,1.3296925996204934,0.040216,0.0261712,0.0072781042286877,41.0,50.0,35.76103078634115
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,26.32000000000003,0.04000000000000614,15.0,15.491933384829666,124.0,124.0,0.06862458094258865,0.7303614678675607,0.13,-467.8456591640452,1.4456666666666667,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,26.800000000000104,0.04002183465147796,7.5,2.1339098923270936,26.733333333333334,401.0,0.09169828678827589,0.9759315746591631,0.17,11.537680276254227,1.4547500000000007,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,26.920000000000122,0.040022197428072455,7.476190476190476,1.7371242589607914,19.84,496.0,0.07546484464759376,0.8031614029865566,0.13,5.147639435726913,1.5274166666666666,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,27.150000000000155,0.06934457609553014,4.9245283018867925,0.7419442497742227,9.353846153846154,608.0,0.09395975001659398,1.0,0.42,2.679724045030491,1.5509183673469389,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,25.90200000000071,0.2537006054770478,3.909090909090909,1.3208152663008796,14.3125,229.0,0.08129960911074952,0.9445449252164906,0.16,7.1303739951066225,1.6214999999999997,0.02742,0.017844,0.0045129137694747,78.0,44.0,63.1693978959077
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,26.262000000000768,0.06637590914172015,5.0,1.0741723110591492,11.864864864864865,439.0,0.0657317546439316,0.7636764303494288,0.15,7.516340549325452,1.4906190476190477,0.02742,0.017844,0.0045129137694747,78.0,44.0,63.1693978959077
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,26.40200000000079,0.13597912907173512,4.325581395348837,0.7319333398790069,10.703703703703704,578.0,0.07857008395890398,0.9128330983254855,0.22,4.02965873970809,1.56674358974359,0.02742,0.017844,0.0045129137694747,78.0,44.0,63.1693978959077
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,26.682000000000833,0.6428441821802429,2.6285714285714286,0.3013929436983817,8.0859375,1035.0,0.08372038967526069,0.9726697344533582,0.23,3.6420789692985718,1.5327702702702701,0.02742,0.017844,0.0045129137694747,78.0,44.0,63.1693978959077
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,27.04200000000089,0.6637902216670196,2.456140350877193,0.19295447347419342,5.8231292517006805,1712.0,0.04696596395628631,0.5456540738391487,0.21,3.2892857590364573,1.4469140625,0.02742,0.017844,0.0045129137694747,78.0,44.0,63.1693978959077
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,27.36200000000094,0.4802111853074151,2.9626436781609193,0.1836718497655172,4.217307692307692,2193.0,0.18485523913299437,2.1476619621245425,0.31,3.986935005241876,1.3296121673003802,0.02742,0.017844,0.0045129137694747,78.0,44.0,63.1693978959077
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,27.68200000000099,0.8339023567625367,1.5849802371541502,0.07347162600508128,2.0830917874396135,2156.0,0.06365819462619286,0.7395856553345218,0.16,3.7764487894062504,1.2582018140589568,0.02742,0.017844,0.0045129137694747,78.0,44.0,63.1693978959077
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,26.875000000000256,0.0571917243399226,5.2,1.2696456198483104,13.653846153846153,355.0,0.07110207239530879,0.6057539846201186,0.19,4.543141962255743,2.0972222222222223,0.0313794,0.0173979,0.0258956659610024,60.0,105.0,7.892399493887002
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,27.265000000000313,0.30205731380254075,3.625,0.5118231048174751,8.1375,651.0,0.11737780386190678,1.0,0.24,2.915148671089316,2.0347931034482762,0.0313794,0.0173979,0.0258956659610024,60.0,105.0,7.892399493887002
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,27.62500000000037,0.7752353689984429,2.263803680981595,0.2129058489891431,4.076190476190476,856.0,0.11420460789570261,0.972965962372772,0.14,3.1897883674274126,1.8765161290322583,0.0313794,0.0173979,0.0258956659610024,60.0,105.0,7.892399493887002
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,27.94500000000042,0.8873008413532388,1.7306273062730628,0.13205302216279827,2.4249363867684477,953.0,0.1050609309431852,0.8950664221558259,0.15,2.4140287428939775,1.8034569536423841,0.0313794,0.0173979,0.0258956659610024,60.0,105.0,7.892399493887002
NGC3370,161.76688,17.27362,NGC3370,161.7825,17.2764722,26.853000000000428,0.1423750426356708,4.310344827586207,0.8884200885858807,9.458333333333334,454.0,0.08760800533222028,0.9783426878830704,0.19,3.305174411769646,2.112458333333333,0.0708048,0.0392568,0.0160555110137923,56.0,155.0,13.942974427812995
NGC3370,161.76688,17.27362,NGC3370,161.7825,17.2764722,27.08300000000046,0.16611992842286505,4.157894736842105,0.613388394451177,6.681818181818182,588.0,0.050833218316136526,0.5676685281506517,0.15,2.9545624114004325,2.0935555555555556,0.0708048,0.0392568,0.0160555110137923,56.0,155.0,13.942974427812995
NGC3370,161.76688,17.27362,NGC3370,161.7825,17.2764722,27.37300000000051,0.7175337144786892,2.462121212121212,0.2541200216805586,4.957575757575758,818.0,0.10938248132302146,1.2215042492872208,0.29,3.1366506162595886,1.942787878787879,0.0708048,0.0392568,0.0160555110137923,56.0,155.0,13.942974427812995
NGC3370,161.76688,17.27362,NGC3370,161.7825,17.2764722,27.943000000000595,0.879585455257078,1.719626168224299,0.12070329120097731,2.180497925311203,1051.0,0.11344538668153915,1.266875830731101,0.17,2.6659086581317117,1.7676428571428573,0.0708048,0.0392568,0.0160555110137923,56.0,155.0,13.942974427812995
NGC3370,161.76688,17.27362,NGC3370,161.7825,17.2764722,28.143000000000626,0.9159165018381166,1.568,0.10362270021573458,1.4847512038523274,925.0,0.05471936300245361,0.6110661745586071,0.23,-99.0,1.7305679611650484,0.0708048,0.0392568,0.0160555110137923,56.0,155.0,13.942974427812995
NGC4038,180.47088,-18.86761,NGC4038,180.3604633,-18.9892639,26.567000000001023,0.09861770835477345,4.396436525612472,0.22986919224683777,13.134168157423971,7342.0,0.20401390809671147,0.7237697249051396,0.24,5.468395537610853,1.402101983002833,0.090943,0.0591826,0.0036583905761011,44.0,159.0,81.10335861558856
NGC4038,180.47088,-18.86761,NGC4038,180.3604633,-18.9892639,26.83700000000107,0.25847704546306294,3.4803149606299213,0.12388442029705343,9.917269076305221,12347.0,0.2818768194862674,1.0,0.34,2.8433151741150064,1.4231311274509806,0.090943,0.0591826,0.0036583905761011,44.0,159.0,81.10335861558856
NGC4038,180.47088,-18.86761,NGC4038,180.3604633,-18.9892639,27.057000000001104,0.4639733489219024,2.7042761463163316,0.07183968650661196,6.871144909167723,16264.0,0.22696675705066824,0.8051983751779408,0.21,2.1298886865600526,1.392774834437086,0.090943,0.0591826,0.0036583905761011,44.0,159.0,81.10335861558856
NGC4038,180.47088,-18.86761,NGC4038,180.3604633,-18.9892639,27.50700000000117,0.5766658917465909,2.246218487394958,0.03913915054199731,2.448243849605446,15823.0,0.39893222131994194,1.4152714722942206,0.5,-99.0,1.2444500665778961,0.090943,0.0591826,0.0036583905761011,44.0,159.0,81.10335861558856
NGC4258,184.7396,47.30397,NGC4258-1,184.8291667,47.3333333,25.314000000000327,0.0400310037348817,7.1931330472103,0.5029283180097678,15.716417910447761,5265.0,0.3243528040689313,1.0,0.39,2.575853211887898,2.1565922746781117,0.0378162,0.0209667,0.0126678329964179,61.0,160.0,18.48763623849455
NGC4258,184.7396,47.30397,NGC4258-1,184.8291667,47.3333333,25.70400000000039,0.47430466992956133,2.7851027397260273,0.09500315428503252,5.836972343522562,8020.0,0.21632771697029585,0.6669518939146337,0.28,2.0802092542112267,2.059105975197294,0.0378162,0.0209667,0.0126678329964179,61.0,160.0,18.48763623849455
NGC4258,184.7396,47.30397,NGC4258-10,184.6073157,47.2086766,25.278000000000397,0.040000000559757345,11.0,2.70801280154532,21.44,536.0,0.1635232534142295,1.0,0.22,4.51661245145906,1.3439354838709674,0.0322185,0.0209667,0.0077549333845903,61.0,160.0,33.15894786321558
NGC4258,184.7396,47.30397,NGC4258-2,184.672956,47.491544,25.327000000000375,0.14128057697135393,4.176470588235294,0.32554160875761917,7.557755775577558,2290.0,0.18323354257055763,1.0,0.23,1.7412189281229318,2.2793788819875775,0.0378162,0.0209667,0.0094293406540938,61.0,160.0,26.273954241696767
NGC4258,184.7396,47.30397,NGC4258-2,184.672956,47.491544,25.557000000000414,0.4084235571019594,3.142857142857143,0.18225072550501786,5.070631970260223,2728.0,0.15565464746658886,0.8494877372501327,0.25,1.647325770708513,2.1596389776357827,0.0378162,0.0209667,0.0094293406540938,61.0,160.0,26.273954241696767
NGC4258,184.7396,47.30397,NGC4258-2,184.672956,47.491544,25.737000000000442,0.7166549480088252,2.1077844311377247,0.09902624432339574,3.4804270462633453,2934.0,0.12300082497475184,0.6712789768139095,0.14,1.6476223775773784,2.0428705636743216,0.0378162,0.0209667,0.0094293406540938,61.0,160.0,26.273954241696767
NGC4258,184.7396,47.30397,NGC4258-3,184.84,47.45,24.544000000000146,0.040182602633397194,7.0,3.7416573867739418,22.6,113.0,0.07102265906782843,0.6267987293499234,0.12,1.5935001331278584,2.5545999999999998,0.0378162,0.0209667,0.0074448710398428,61.0,160.0,34.809440448443915
