galaxy,gal_ra,gal_dec,field,fd_ra,fd_dec,TRGB,TRGB_err,R,R_err,R_pm1,N,EDR_value,percentage,FWHM,slope,tip_color,A555/606,A814,int_ext,inc,pos_ang,dist2nuc
M101,210.80227,54.34895,M101,210.8283333,54.1558333,25.080000000000886,0.23443540707597646,3.7857142857142856,0.3597354875339013,5.203125,1332.0,0.16508384905632043,1.0,0.27,4.501012215988751,1.290158878504673,0.016909,0.0110038,0.0,8.0,29.0,22.540055758382515
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.237000000000968,0.05068618795743581,5.146762589928057,0.21335257321929924,9.911214953271028,8484.0,0.34100165992546844,1.0,0.61,2.425775792256376,1.6311595273264403,0.0655795,0.0426769,0.0,57.0,7.0,24.02360675977596
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.25100000000097,0.05114238997448277,5.178674351585014,0.30366323675801765,9.988344988344988,4285.0,0.22757331270230893,1.0,0.68,2.415285420946349,1.6231274787535412,0.0495845,0.0322679,0.0,47.0,135.0,19.11144099849296
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.640000000000207,0.26180873178927083,3.6862745098039214,0.3360175675402217,7.146739130434782,1315.0,0.1338592586036309,1.0,0.37,1.4583464990070212,2.215056338028169,0.0922608,0.0511528,0.0,46.0,175.0,4.872395270317277
NGC1316,50.67383,-37.20823,NGC1316,50.802175,-37.3226694,27.411000000001195,0.04364492674210169,5.587301587301587,0.3418216401833928,11.700258397932817,4528.0,0.2485100805436994,1.0,0.68,3.1662468732930202,1.6764420062695924,0.0409015,0.0266173,0.0,44.0,48.0,70.91592730068481
NGC1365,53.40155,-36.1404,NGC1365,53.4642833,-36.2013889,27.421000000001015,0.19852055379617198,3.847255369928401,0.21096793211377207,6.234767025089606,3479.0,0.20788502641910725,1.0,0.59,3.5918382517707665,1.3673213296398894,0.040216,0.0261712,0.0,41.0,50.0,35.76103078634115
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,27.170000000000158,0.1389502783251818,4.294117647058823,0.5782016238740604,7.894117647058824,671.0,0.08999938299979192,1.0,0.66,2.1535762417590414,1.602878787878788,0.0221645,0.0144239,0.0,26.0,163.0,10.310771036166622
NGC1448,56.133,-44.64483,NGC1448,56.1107833,-44.60395,27.359000000001203,0.4044571720292172,3.219298245614035,0.24408061869041683,4.758112094395281,1613.0,0.1571245622140107,1.0,0.28,4.198401522172228,1.3373882352941175,0.02742,0.017844,0.0,78.0,44.0,63.1693978959077
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,26.884000000000647,0.3176219196900769,3.75,1.0551214385083834,8.714285714285714,183.0,0.049428821956583935,1.0,0.26,4.4873233116446,1.8356000000000001,0.0313794,0.0173979,0.0,60.0,105.0,7.892399493887002
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,27.16400000000069,0.4374097052968995,3.3666666666666667,0.700026454526568,6.804878048780488,279.0,0.043309792219111604,0.8762052281390195,0.25,3.1573804473991087,1.7643461538461547,0.0313794,0.0173979,0.0,60.0,105.0,7.892399493887002
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,27.48400000000074,0.8816333204604624,2.1818181818181817,0.3243209400057617,4.406976744186046,379.0,0.04817739131291921,0.9746821673240782,0.25,6.442165198862391,1.579684210526316,0.0313794,0.0173979,0.0,60.0,105.0,7.892399493887002
NGC3021,147.73812,33.55363,NGC3021,147.7527683,33.5562528,27.904000000000806,0.9528072903386569,1.7230769230769232,0.18998119352101794,2.7578947368421054,524.0,0.059178553539013565,1.1972479050986358,0.23,2.7353302322142885,1.5824459459459461,0.0313794,0.0173979,0.0,60.0,105.0,7.892399493887002
NGC3370,161.76688,17.27362,NGC3370,161.7825,17.2764722,27.25700000000021,0.06991796995780382,4.962962962962963,1.0469349326186537,9.473684210526315,360.0,0.0694364322719348,1.0,0.46,1.3552753343753081,2.514086956521739,0.0708048,0.0392568,0.0,56.0,155.0,13.942974427812995
NGC3370,161.76688,17.27362,NGC3370,161.7825,17.2764722,27.997000000000327,0.910521997397632,1.8571428571428572,0.18154140654902592,2.6844444444444444,604.0,0.08052459377053182,1.1596879496223584,0.23,1.3534366200115782,1.901152173913044,0.0708048,0.0392568,0.0,56.0,155.0,13.942974427812995
NGC4038,180.47088,-18.86761,NGC4038,180.3604633,-18.9892639,26.767000000001055,0.10431644411334236,4.34315424610052,0.200545802266705,11.183941605839417,7661.0,0.2571314409838664,1.0,0.77,2.614088923004891,1.482295857988166,0.090943,0.0591826,0.0,44.0,159.0,81.10335861558856
NGC4038,180.47088,-18.86761,NGC4038,180.3604633,-18.9892639,27.53700000000118,0.6691665827128915,1.9004585918532506,0.038561262785930125,1.963777994157741,10084.0,0.2564392982647944,0.9973082143652924,0.48,-99.0,1.2502179797003383,0.090943,0.0591826,0.0,44.0,159.0,81.10335861558856
NGC4258,184.7396,47.30397,NGC4258-1,184.8291667,47.3333333,25.400000000000297,0.04153396284116116,5.928571428571429,0.516459793460566,11.912037037037036,2573.0,0.1866247777189409,1.0,0.47,2.1173103909029183,2.225111111111111,0.0378162,0.0209667,0.0,61.0,160.0,18.48763623849455
