galaxy,gal_ra,gal_dec,field,fd_ra,fd_dec,TRGB,TRGB_err,R,R_err,R_pm1,N,EDR_value,percentage,FWHM,slope,tip_color,A555/606,A814,int_ext,inc,pos_ang,dist2nuc
M101,210.80227,54.34895,M101,210.8283333,54.1558333,25.080000000000886,0.07566807388721174,4.771929824561403,0.49153576082269346,6.502415458937198,1346.0,0.17611603048040889,1.0,0.26,4.654064454884714,1.2892399999999997,0.016909,0.0110038,0.0107250791632466,8.0,29.0,22.540055758382515
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.209000000000962,0.040304769061961836,6.421828908554573,0.3749600389300179,13.992665036674817,5723.0,0.2972556514695552,1.0,0.65,3.6158796158851256,1.4873862433862433,0.0655795,0.0426769,0.0101659179010637,57.0,7.0,24.02360675977596
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.17100000000096,0.04017462645259197,6.659863945578231,0.5890939181049476,14.363157894736842,2729.0,0.18207315908065988,1.0,0.4,3.856702353657699,1.4385222929936305,0.0495845,0.0322679,0.0123195887395941,47.0,135.0,19.11144099849296
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.431000000001,0.32047043639901607,3.3919821826280625,0.1821519796065844,6.429389312977099,3369.0,0.17507432313726048,0.9615603091705633,0.33,3.5005352790092745,1.4076356968215162,0.0495845,0.0322679,0.0123195887395941,47.0,135.0,19.11144099849296
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,26.694000000000123,0.04,19.0,11.254628677422755,60.6,303.0,0.05748226390952461,0.5250057245882729,0.27,1.8070496194566086,2.9268,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.02400000000017,0.040214301035760534,6.695652173913044,1.4967705846100436,25.076923076923077,652.0,0.0763224237973515,0.6970795282372718,0.32,1.33756979976232,2.874,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.394000000000233,0.15822857328578271,4.14,0.4612981682166102,9.817391304347826,1129.0,0.08545544722091783,0.7804946419446602,0.25,1.3519948872837004,2.5747471264367823,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.614000000000267,0.46960264271608726,3.0572916666666665,0.254176816755008,5.982683982683983,1382.0,0.10948883263054728,1.0,0.35,1.3406027146025694,2.42334693877551,0.0922608,0.0511528,0.0388310365644705,46.0,175.0,4.872395270317277
NGC1316,50.67383,-37.20823,NGC1316,50.802175,-37.3226694,27.417000000000492,0.0404473465117623,6.337016574585635,0.5068306659864832,13.743119266055047,2996.0,0.22319715672384516,1.0,0.6,4.553575877307934,1.5412708333333331,0.0409015,0.0266173,0.0040950377946784,44.0,48.0,70.91592730068481
NGC1365,53.40155,-36.1404,NGC1365,53.4642833,-36.2013889,27.411000000001017,0.20444221257583867,3.816933638443936,0.20511712364784918,6.493761140819965,3643.0,0.22135000576643687,1.0,0.49,4.600581500259813,1.3001391076115487,0.040216,0.0261712,0.0072781042286877,41.0,50.0,35.76103078634115
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,26.90000000000012,0.040725511880160534,6.333333333333333,1.6063146994223287,18.4,368.0,0.06352147839660793,0.8583281656770992,0.24,9.656038333746176,1.362411764705882,0.0221645,0.0144239,0.0206879822394491,26.0,163.0,10.310771036166622
