galaxy,gal_ra,gal_dec,field,fd_ra,fd_dec,TRGB,TRGB_err,R,R_err,R_pm1,N,EDR_value,percentage,FWHM,slope,tip_color,A555/606,A814,int_ext,inc,pos_ang,dist2nuc
M101,210.80227,54.34895,M101,210.8283333,54.1558333,25.080000000000886,0.21457082488630363,3.8535031847133756,0.3451482648210443,5.244755244755245,1500.0,0.24906513413741324,1.0,0.19,4.558839210713618,1.2853471074380165,0.016909,0.0110038,0.0,8.0,29.0,22.540055758382515
M66,170.06235,12.99154,M66,170.1311667,12.9958361,26.25700000000097,0.057407683876823774,4.950600801068091,0.19832088565854583,9.284789644012944,8607.0,0.3803980825426961,1.0,0.43,2.4463466286372095,1.6258010825439781,0.0655795,0.0426769,0.0,57.0,7.0,24.02360675977596
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.301000000000975,0.09741540210114755,4.4411134903640255,0.22747380264091352,8.162911611785095,4710.0,0.2437219457990829,1.0,0.4,2.1437701932635025,1.6336942148760332,0.0495845,0.0322679,0.0,47.0,135.0,19.11144099849296
M96,161.69058,11.81994,M96,161.7684484,11.8245514,26.461000000001,0.48806417955135684,2.8136363636363635,0.11042369820590854,4.9412915851272015,5050.0,0.20375545892585303,0.8360160520539375,0.19,2.0163973037418255,1.5895770804911322,0.0495845,0.0322679,0.0,47.0,135.0,19.11144099849296
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.061000000000377,0.22756828290769412,3.8202247191011236,0.45486560088794403,11.76923076923077,1224.0,0.12624933675068717,1.0,0.18,2.471033549896421,2.3148571428571434,0.0922608,0.0511528,0.0,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.34100000000042,0.441921255230005,3.101449275362319,0.24789390050634585,7.233606557377049,1765.0,0.10269204304940686,0.8134065943823496,0.2,2.093222449596454,2.1888972602739725,0.0922608,0.0511528,0.0,46.0,175.0,4.872395270317277
NGC1309,50.52733,-15.40006,NGC1309,50.5220333,-15.3970389,27.591000000000463,0.6501485635395746,2.450134770889488,0.15094754775621572,4.5747863247863245,2141.0,0.15348861672885883,1.2157578065694148,0.23,1.6623152446917202,2.1322834008097167,0.0922608,0.0511528,0.0,46.0,175.0,4.872395270317277
NGC1316,50.67383,-37.20823,NGC1316,50.802175,-37.3226694,27.411000000001195,0.04349082931205719,5.6,0.3372285232940371,11.72568578553616,4702.0,0.2969806918495089,1.0,0.39,3.1690980638180197,1.6747283950617282,0.0409015,0.0266173,0.0,44.0,48.0,70.91592730068481
NGC1365,53.40155,-36.1404,NGC1365,53.4642833,-36.2013889,27.451000000001024,0.3146009209734699,3.3684971098265897,0.14582469228384223,5.478260869565218,5040.0,0.25966768317526284,1.0,0.39,3.6157812851706272,1.3737884297520662,0.040216,0.0261712,0.0,41.0,50.0,35.76103078634115
NGC1404,54.71633,-35.59439,NGC1404,54.6946799,-35.5678725,27.140000000000157,0.05803271599924801,5.125,0.7486967844194337,9.150684931506849,668.0,0.10121922783496597,1.0,0.25,2.137859668039687,1.5994509803921566,0.0221645,0.0144239,0.0,26.0,163.0,10.310771036166622
